,Year,Month,NSE_degC,RMSE_degC,MeanBias_degC,MAE_degC,R2,RMSE_degF,MeanBias_degF,MAE_degF
0,2022,1,-1.927737375548003,0.9511599887623267,-0.6500355336816687,0.8860491572906387,0.03096102836748324,1.712087979772188,-1.1700639606270036,1.5948884831231498
1,2022,2,-0.05457983761186003,1.0315263237691168,-0.31595358225300124,0.9017148260757458,0.06098279483237031,1.8567473827844103,-0.5687164480554022,1.6230866869363425
2,2022,3,0.2777538823198268,1.2380819071886073,1.1291049059182612,1.1291049059182612,0.8848502107965308,2.2285474329394934,2.03238883065287,2.03238883065287
3,2022,4,-0.25121051433675645,1.4515899376331152,1.3147496703388515,1.3147496703388515,0.8231023529971777,2.6128618877396073,2.366549406609933,2.366549406609933
4,2022,5,0.6303184784985582,0.8700250998300297,-0.0044212187883290325,0.6577374050064416,0.8614337562053755,1.5660451796940535,-0.007958193818992258,1.183927329011595
5,2022,6,-2.399390801778395,1.4866201891932445,-1.1881855226937206,1.2727242534354835,0.0057880479241385376,2.67591634054784,-2.138733940848697,2.2909036561838705
6,2022,7,-28.232645035615807,2.2254162062507477,-2.193146353353817,2.193146353353817,0.21300785789313237,4.005749171251346,-3.9476634360368705,3.9476634360368705
7,2022,8,-18.730756696883727,1.9718740290652428,-1.8968214946268391,1.8968214946268391,0.23767711488769272,3.5493732523174373,-3.4142786903283104,3.4142786903283104
8,2022,9,-4.207268743762056,1.4833624347003345,-1.3445313648226067,1.3445313648226067,0.07544345539298597,2.670052382460602,-2.4201564566806923,2.4201564566806923
9,2022,10,,,,,,,,
10,2022,11,,,,,,,,
11,2022,12,,,,,,,,
12,2022,annual,0.8165266970477311,1.4805353499384606,-0.5767788547579212,1.2925157970333518,0.8478529355226743,2.664963629889229,-1.0382019385642582,2.3265284346600335
13,2000,1,-7.3094328971604146,1.1044362628018922,-0.8684742374512183,0.9738943723496356,0.06802710451537809,1.987985273043406,-1.563253627412193,1.7530098702293442
