Date,Wind_msec,AirTemp_degF,AirTemp_degC,SolRad_Wm2,Tdew_degC,SolRad_gridmet_Wm2,Evap_AF,KES_CalcTotalInflow_AF,KES_Accretions_AF,KES_TotalRelease_af,KES_TotalRelease_cfs,KES_Storage_AF,KWK_WaterTemp_degF,KWK_WaterTemp_degC,SPP_Inflow_AF,SPP_InflowTemp_degF,Shasta_Tailwater_Temp_degF,SHA_Outflow_AF,KES_Stage_final_ft
12/31/1999,1.204736111,39.1169,3.953833333,43.16666667,2.326886722,72.1,1.983471074,9752.727273,-670.8016529,9917.355372,5000,20907,51.9875,11.10416667,910.4132231,47.80416667,52.7375,9512.727273,582.09
1/1/2000,1.204736111,39.1169,3.953833333,43.16666667,2.326886722,72.1,1.983471074,9752.727273,-670.8016529,9917.355372,5000,20740,51.9875,11.10416667,910.4132231,47.80416667,52.7375,9512.727273,582.09
1/2/2000,1.320555556,36.366,2.425555556,94.45833333,-0.155439151,49.5,0,10401.32231,257.338843,9982.809917,5033,21158,51.775,10.98611111,468.0991736,47.75,52.60833333,9675.371901,582.79
1/3/2000,1.117083333,40.967375,4.981875,87.79166667,1.172682941,86.3,1.983471074,9865.785124,-18.29752066,9917.355372,5000,21104,51.67083333,10.92824074,476.0330579,47.63333333,52.45,9407.603306,582.7
1/4/2000,1.092083333,40.569625,4.760902778,79.95833333,2.892771236,32.3,0,9822.14876,50.7768595,9917.355372,5000,21008,51.65,10.91666667,13.88429752,47.83333333,52.29166667,9756.694215,582.54
1/5/2000,4.592916667,40.966125,4.981180556,109,1.175554326,102.7,1.983471074,9582.14876,-116.677686,9538.512397,4809,21050,51.725,10.95833333,0,47.73333333,52.18333333,9699.173554,582.61
1/6/2000,1.883333333,41.549,5.305,51.58333333,2.591281647,76.1,3.966942149,9330.247934,169.1322314,9141.818182,4609,21235,51.525,10.84722222,0,47.85833333,51.95,9161.652893,582.92
1/7/2000,2.5075,41.549,5.305,98.79166667,2.591281647,99.1,1.983471074,8826.446281,-132.7355372,8925.619835,4500,21134,51.5125,10.84027778,0,47.9375,51.99068256,8959.338843,582.75
1/8/2000,0.502083333,41.549,5.305,90.70833333,2.591281647,81,1.983471074,8939.504132,-43.53719008,8925.619835,4500,21146,51.47083333,10.81712963,0,47.85,51.61283323,8983.140496,582.77
1/9/2000,0.792486111,41.981825,5.545458333,37.875,3.973991588,44,0,8687.603306,-70.40495868,8925.619835,4500,20907,51.44166667,10.80092593,0,47.67916667,51.60833333,8757.024793,582.37
1/10/2000,7.853229167,48.425875,9.125486111,52.33333333,7.640208992,35.7,0,9080.330579,107.3966942,8925.619835,4500,21062,51.3875,10.77083333,0,47.375,51.35416667,8973.22314,582.63
1/11/2000,7.585944444,49.387375,9.659652778,37.04166667,5.952160778,51.7,0,8925.619835,-156.6942149,8925.619835,4500,21062,51.35,10.75,541.4876033,47.4375,51.12083333,8540.826446,582.63
1/12/2000,1.11875,40.94525,4.969583333,52.79166667,1.876463752,77.1,0,7560.991736,55.47107438,8528.92562,4300,20094,50.94583333,10.52546296,420.4958678,47.325,51.025,7084.958678,580.99
1/13/2000,6.147361111,48.845125,9.358402778,73.45833333,6.574322336,47.3,0,8489.256198,-89.61157025,8171.900826,4120,20411,50.53333333,10.2962963,236.0330579,47.2875,51.0375,8342.479339,581.53
1/14/2000,5.869895833,53.2889375,11.8271875,33.91666667,8.647424345,45.6,0,8215.53719,-990.4049587,7933.884298,4000,20692,50.45833333,10.25462963,3828.099174,47.1,50.91289357,5377.190083,582.01
1/15/2000,2.676805556,49.558375,9.754652778,29.875,8.958009142,51.9,5.950413223,9108.099174,-274.3471074,7933.884298,4000,20616,49.69166667,9.828703704,4343.801653,47.10416667,50.84614567,3794.380165,581.88
1/16/2000,7.83625,49.338875,9.632708333,75.54166667,5.708885806,70.1,1.983471074,6597.024793,2675.07438,7914.049587,3990,20540,49,9.444444444,3927.272727,47.1,50.47668689,1237.68595,581.75
1/17/2000,0.8125,43.827125,6.570625,65.25,-0.015385206,48.1,0,7495.53719,-327.2727273,7975.53719,4021,20060,48.72083333,9.289351852,1664.132231,47.09166667,50.83943758,6158.677686,580.93
1/18/2000,1.226388889,50.077,10.04277778,43.625,-0.85342063,29.2,3.966942149,8195.702479,-672.5950413,7975.53719,4021,20276,49.35416667,9.641203704,1039.338843,47.27083333,50.85980858,7828.760331,581.3
1/19/2000,2.0534375,52.7840625,11.54670139,15.20833333,5.774827225,39.7,0,8872.066116,681.3719008,8025.123967,4046,21122,49.34583333,9.636574074,4185.123967,46.7625,50.72800992,4004.628099,582.73
1/20/2000,1.634722222,50.6695,10.37194444,70.41666667,3.789345738,90,0,9227.107438,320.0743802,8058.842975,4063,22291,49.3125,9.618055556,4323.966942,46.7875,50.56647193,4583.801653,584.65
1/21/2000,1.261777778,46.46305625,8.03503125,48.125,1.794882704,74.1,3.966942149,7640.330579,603.785124,8499.173554,4285,21429,49.1625,9.534722222,3312.396694,47.05,50.2417799,3724.958678,583.24
1/22/2000,0.963888889,47.49825,8.610138889,59.79166667,6.641384824,82,0,12920.33058,75.62809917,12769.58678,6438,21580,48.99166667,9.439814815,4899.173554,46.7,50.2946419,7945.785124,583.49
1/23/2000,1.396541667,46.8068875,8.226048611,6.083333333,7.822534792,50.9,0,13777.19008,185.8181818,12892.56198,6500,22464,48.85833333,9.365740741,5276.033058,46.83333333,50.29393221,8314.710744,584.93
1/24/2000,0.882986111,48.7201375,9.288965278,23.83333333,8.769268135,57,0,14481.32231,545.5702479,15907.43802,8020,21038,48.80833333,9.337962963,5355.371901,46.81666667,50.26036845,8580.495868,582.59
1/25/2000,0.937444444,48.815275,9.341819444,30.70833333,8.611652692,71.4,0,20850.24793,-1553.14876,23141.15702,11667,18747,49.39583333,9.664351852,5375.206612,46.92916667,50.16166158,17028.09917,578.61
1/26/2000,1.270416667,46.702325,8.167958333,132.9583333,4.236721161,117.1,0,27167.60331,-1955.214876,27229.09091,13728,18686,49.4,9.666666667,6128.92562,46.82083333,50.05073986,22994.38017,578.5
1/27/2000,4.82125,52.004375,11.11354167,130.25,-0.921058283,126,1.983471074,30684.29752,-327.9338843,27641.65289,13936,21726,49.35416667,9.641203704,5236.363636,46.92083333,50.42446526,25775.20661,583.73
1/28/2000,3.183333333,48.3665,9.0925,128.4166667,-3.548377566,127.7,1.983471074,29908.76033,-182.9173554,32479.33884,16375,19153,49.92916667,9.960648148,5890.909091,46.80416667,50.57242406,24200.33058,579.34
1/29/2000,1.146666667,43.937375,6.631875,127.1666667,-0.083056858,126.9,3.966942149,39419.50413,-1297.057851,38439.66942,19380,20129,50.075,10.04166667,4760.330579,46.67916667,50.5,35956.36364,581.05
1/30/2000,3.278229167,45.2931875,7.385104167,42.5,5.267757346,64.5,0,37771.23967,-1184.727273,39042.64463,19684,18857,49.73333333,9.851851852,5851.239669,46.7,49.98333333,33104.13223,578.81
1/31/2000,1.6315625,43.217,6.231666667,35.375,5.439690605,43.2,0,34758.34711,-928.5619835,34074.04959,17179,19541,49.375,9.652777778,4859.504132,46.73333333,49.73333333,30827.10744,580.03
2/1/2000,1.903125,43.217,6.231666667,80.875,5.439690605,69.9,3.966942149,35761.98347,-738.553719,33322.31405,16800,21976,49.30833333,9.615740741,5097.520661,46.63333333,49.97083333,31402.31405,584.14
2/2/2000,1.3525,48.32925,9.071805556,132.75,6.494511477,89.7,0,27127.93388,-2644.958678,28686.94215,14463,20416,49.55833333,9.75462963,5692.561983,46.6125,49.60416667,24079.33884,581.54
2/3/2000,2.1,48.32925,9.071805556,47.66666667,6.494511477,98.4,1.983471074,24636.69421,-281.553719,25342.80992,12777,19708,49.1,9.5,5752.066116,46.72083333,49.425,19166.28099,580.32
2/4/2000,1.428125,47.493125,8.607291667,61.16666667,7.408022951,70.4,0,26995.04132,-107.7603306,24793.38843,12500,21909,48.81666667,9.342592593,5871.07438,46.675,49.47916667,21231.07438,584.03
2/5/2000,5.087430556,49.68425,9.824583333,40.91666667,8.723860454,73.3,1.983471074,24565.28926,274.785124,24793.38843,12500,21678,48.95833333,9.421296296,5018.181818,46.67083333,49.11666667,19271.40496,583.65
2/6/2000,1.549861111,50.786125,10.43673611,119.0416667,7.237847884,117.3,1.983471074,20878.01653,-299.9834711,21413.55372,10796,21140,48.375,9.097222222,8310.743802,46.53333333,48.99166667,12866.77686,582.76
2/7/2000,0.771458333,48.45725,9.142916667,112.5833333,6.717594496,118.2,1.983471074,19547.10744,-1031.975207,21413.55372,10796,19271,48.40416667,9.113425926,5910.743802,46.57083333,49.075,14667.7686,579.55
2/8/2000,0.797986111,48.54975,9.194305556,88.04166667,6.83937125,75.6,1.983471074,22123.63636,-1406.380165,21413.55372,10796,19979,48.72083333,9.289351852,3213.22314,46.86666667,49.44166667,20316.69421,580.79
2/9/2000,0.964166667,51.858875,11.03270833,64.29166667,8.891394194,85.1,0,30200.33058,-2084.520661,29587.43802,14917,20592,49.40833333,9.671296296,3252.892562,46.8625,50.04227133,29032.06612,581.84
2/10/2000,2.450277778,51.238625,10.688125,60.70833333,9.49649336,67,1.983471074,28355.70248,-2542.595041,29047.93388,14645,19898,49.75833333,9.865740741,4760.330579,46.825,49.99095294,26138.18182,580.65
2/11/2000,6.7259375,48.06675,8.925972222,21.25,7.865945019,69.2,9.917355372,33042.64463,-264.1900826,33199.33884,16738,19731,49.65,9.805555556,4819.834711,46.92083333,49.74645824,28486.61157,580.36
2/12/2000,6.833958333,46.635,8.130555556,32.95833333,6.970409732,54.9,1.983471074,40587.7686,-354.9917355,40099.83471,20217,20217,49.19166667,9.550925926,8152.066116,46.725,49.52753073,32790.7438,581.2
2/13/2000,7.009993056,48.2182125,9.010118056,27.33333333,8.3747284,42.6,11.90082645,38836.36364,461.9008264,36694.21488,18500,22347,49.14166667,9.523148148,8251.239669,46.7125,49.35491204,30122.97521,584.74
2/14/2000,9.109166667,53.25875,11.81041667,131.7916667,7.242866194,84.5,0,43003.63636,3690.396694,44544.79339,22458,20805,49.26666667,9.592592593,8231.404959,46.8375,49.1770788,31080.99174,582.2
2/15/2000,1.564861111,49.27475,9.597083333,103.4583333,6.325938348,97.7,1.983471074,71565.61983,-3964.677686,71049.91736,35821,21319,49.22083333,9.56712963,8489.256198,46.86666667,49.57350249,67041.32231,583.06
2/16/2000,1.643958333,47.283125,8.490625,41.625,6.748392952,104.9,0,80318.67769,1847.280992,80118.34711,40393,21520,49.225,9.569444444,8390.082645,46.89166667,49.59856145,70081.98347,583.39
2/17/2000,1.095,47.277375,8.487430556,104.4166667,6.280866334,83.1,1.983471074,77654.87603,-1661.933884,78587.10744,39621,20586,49.275,9.597222222,7517.355372,47.17916667,49.47040016,71799.66942,581.83
2/18/2000,2.744583333,49.08425,9.49125,169.7083333,2.723877479,162.7,3.966942149,79440,-1653.082645,79898.18182,40282,20123,49.2875,9.604166667,6823.140496,47.25416667,49.42601509,74269.09091,581.04
2/19/2000,1.564583333,49.31225,9.617916667,144.8333333,2.392257263,154.6,3.966942149,81165.61983,-770.6942149,80336.52893,40503,20949,49.35833333,9.643518519,1059.173554,47.68333333,49.2802836,80878.01653,582.44
2/20/2000,2.61375,50.797625,10.443125,36.25,8.625186644,98.9,0,71976.19835,-1620.446281,71970.24793,36285,20955,49.37916667,9.655092593,1800.991736,47.69166667,49.45109144,71795.70248,582.45
2/21/2000,2.219722222,50.897125,10.49840278,146.2916667,6.894908035,99.8,5.950413223,60543.47107,-12442.22314,60406.61157,30455,21086,49.425,9.680555556,2618.181818,47.56666667,49.53202543,70367.60331,582.67
2/22/2000,10.55052083,48.0809375,8.933854167,21.375,6.878951451,90.5,25.78512397,69201.32231,4275.07438,68372.2314,34471,21890,49.175,9.541666667,2856.198347,47.51666667,49.38760776,62070.7438,584
2/23/2000,1.006944444,43.2768125,6.264895833,148.5833333,2.971833122,111.3,7.933884298,70064.13223,-242.0743802,71147.10744,35870,20799,48.8625,9.368055556,8727.272727,47.27916667,49.08070761,61578.84298,582.19
2/24/2000,1.489791667,41.119875,5.066597222,90.08333333,3.19255424,115.1,0,77974.21488,4056.966942,78961.98347,39810,19812,48.98333333,9.435185185,7120.661157,47.22916667,49.18573267,66797.35537,580.5
2/25/2000,1.555208333,41.119875,5.066597222,86.375,3.19255424,81.6,5.950413223,81482.97521,-1516.785124,79128.59504,39894,22161,48.87916667,9.377314815,8310.743802,47.10833333,49.09019669,74689.58678,584.44
2/26/2000,9.507291667,51.05,10.58333333,39.16666667,8.670346049,57.5,13.88429752,67578.84298,1865.140496,67963.63636,34265,21763,49.05,9.472222222,7279.338843,47.12083333,49.05840544,58435.04132,583.79
2/27/2000,7.785069444,51.05,10.58333333,119.9583333,8.670346049,95.7,7.933884298,65303.80165,-4587.694215,66366.94215,33460,20692,49.02916667,9.460648148,8132.231405,47.24166667,49.29433135,61759.33884,582.01
2/28/2000,3.745833333,51.05,10.58333333,93.625,8.670346049,114.6,3.966942149,74021.15702,-5061.264463,74310.7438,37465,20399,48.87083333,9.372685185,8370.247934,47.25416667,49.51461985,70712.72727,581.51
2/29/2000,3.964375,48.11675,8.95375,139.5833333,3.442965184,100.4,0,81744.79339,-4466.099174,79983.47107,40325,22161,48.84583333,9.358796296,8330.578512,47.27916667,49.19727717,77880.99174,584.44
3/1/2000,1.850416667,48.11675,8.95375,161.9166667,3.442965184,173.8,0,93709.09091,-4088.173554,94337.85124,47562,21532,48.75416667,9.30787037,8330.578512,47.2625,48.77868387,89466.44628,583.41
3/2/2000,1.589583333,46.471625,8.039791667,47.75,6.861889015,65.6,3.966942149,92378.18182,-6410.636364,93701.15702,47241,20205,48.80416667,9.335648148,4006.61157,47.54583333,48.81685116,94782.14876,581.18
3/3/2000,2.807916667,56.38325,13.54625,193.5,5.253297562,209.5,0,94865.45455,-6685.752066,93841.98347,47312,21229,49.0625,9.479166667,2479.338843,47.6625,48.88761892,99072.39669,582.91
3/4/2000,1.986458333,48.292,9.051111111,85.79166667,7.946665851,70.9,3.966942149,98019.17355,-1507.033058,97846.61157,49331,21398,48.89583333,9.386574074,3570.247934,48.07083333,48.83796629,95956.36364,583.19
3/5/2000,3.725,44.2165625,6.786979167,44.04166667,5.141790446,121.3,1.983471074,83541.81818,-2768.239669,82857.52066,41774,22081,48.95,9.416666667,3530.578512,47.89166667,48.87075845,82780.16529,584.31
3/6/2000,2.106277778,46.027725,7.793180556,55.16666667,5.514074539,111.7,1.983471074,66192.39669,-6003.057851,68241.32231,34405,20031,48.99166667,9.439814815,4343.801653,47.59166667,48.99380368,67852.56198,580.88
3/7/2000,4.554722222,46.2345,7.908055556,70.25,5.895743665,124.7,1.983471074,69865.78512,-4338.975207,69520.66116,35050,20375,48.85416667,9.363425926,3173.553719,47.64583333,48.89185963,71032.06612,581.47
3/8/2000,4.694652778,44.1705,6.761388889,112.8333333,3.734868586,167.1,0,71406.94215,-4066.644628,70510.41322,35549,21271,48.66666667,9.259259259,5831.404959,47.42083333,49.22343706,69641.65289,582.98
3/9/2000,2.964444444,46.30775,7.94875,146,6.610735901,123.6,0,70165.28926,-1089.256198,71404.95868,36000,20031,48.65416667,9.252314815,6446.280992,47.45416667,48.92077991,64807.93388,580.88
3/10/2000,2.036805556,48.224625,9.013680556,68.08333333,7.345451907,93.7,1.983471074,72230.08264,-1727.793388,70690.90909,35640,21568,48.76666667,9.314814815,3431.404959,47.46666667,49.01321609,70526.28099,583.47
3/11/2000,1.569861111,51.421125,10.78951389,133.1666667,6.908259178,171.7,0,58645.28926,-1658.471074,60240,30371,19973,48.9375,9.409722222,3133.884298,47.70416667,48.5511312,57169.58678,580.78
3/12/2000,2.486666667,55.154,12.86333333,200.3333333,4.077241078,183.8,0,51996.69421,-2021.561983,51205.28926,25816,20764,49.03333333,9.462962963,3173.553719,47.85416667,48.69933087,50844.29752,582.13
3/13/2000,1.54375,55.42025,13.01125,187.5416667,7.198715404,190.7,5.950413223,43293.22314,-1846.099174,43705.78512,22035,20346,49.1375,9.520833333,2995.041322,47.9375,48.79411479,42144.79339,581.42
3/14/2000,2.53,59.18425,15.10236111,194.2916667,5.44566619,238.9,3.966942149,37941.81818,-2193.115702,37025.45455,18667,21259,49.35,9.638888889,2003.305785,48.1875,48.76261662,38132.2314,582.96
3/15/2000,2.98,62.342,16.85666667,209.9166667,0.109895265,230.2,3.966942149,30690.24793,-1745.231405,31499.50413,15881,20446,49.03333333,9.462962963,2618.181818,48.225,48.68581228,29817.52066,581.59
3/16/2000,3.836666667,58.9385,14.96583333,209.9583333,2.157185536,202.6,7.933884298,27389.75207,-2353.355372,26776.8595,13500,21050,49.1375,9.520833333,4105.785124,48.29166667,48.8150001,25636.36364,582.61
3/17/2000,2.636666667,55.9325,13.29583333,224,-0.446423864,250.9,5.950413223,22169.2562,-322.8016529,23182.80992,11688,20031,49.11666667,9.509259259,5315.702479,48.94166667,48.58064771,17176.8595,580.88
3/18/2000,2.38,62.91275,17.17375,221.7083333,7.071054568,165.3,5.950413223,20007.27273,930.6033058,19598.67769,9881,20434,49.10416667,9.502314815,5355.371901,48.6875,48.34435033,13721.65289,581.57
3/19/2000,4.350416667,58.18625,14.54791667,209.375,-0.642822051,245.2,5.950413223,20905.78512,1154.867769,20481.32231,10326,20853,49.175,9.541666667,6208.264463,49.00833333,48.37242612,13543.1405,582.28
3/20/2000,6.0225,54.3005,12.38916667,236.5833333,-4.976398942,257.7,7.933884298,21219.17355,1116.330579,20774.87603,10474,21289,49.00833333,9.449074074,4859.504132,49.1625,48.67678809,15242.97521,583.01
3/21/2000,4.800416667,62.837,17.13166667,234.9166667,-2.088483809,268.3,7.933884298,19763.30579,362.8347107,19892.2314,10029,21152,49.0625,9.479166667,4958.677686,48.7625,48.75820598,14441.65289,582.78
3/22/2000,2.421875,58.64525,14.80291667,208,5.445117397,159.9,7.933884298,17819.50413,237.3801653,17047.93388,8595,21915,49.20833333,9.560185185,5732.231405,48.625,48.50262722,11849.2562,584.04
3/23/2000,2.315833333,59.51675,15.28708333,196.875,5.167539349,258.7,5.950413223,14485.28926,542.214876,14632.06612,7377,21763,49.29166667,9.606481481,5196.694215,48.56666667,48.20945236,8747.107438,583.79
3/24/2000,1.692916667,54.40475,12.44708333,219.5833333,5.145428305,273,5.950413223,13539.17355,534.9008264,12769.58678,6438,22526,49.22083333,9.56712963,7061.157025,48.85416667,48.15280791,5942.479339,585.03
3/25/2000,1.436666667,54.07475,12.26375,216.125,5.88865362,252.9,7.933884298,12190.41322,-12.41322314,12243.96694,6173,22464,49.14583333,9.525462963,6525.619835,48.675,48.33142789,5676.694215,584.93
3/26/2000,1.049583333,56.816,13.78666667,236.0833333,5.472239244,275.4,3.966942149,12091.23967,373.0413223,12069.42149,6085,22482,49.3125,9.618055556,6644.628099,48.7,48.37622947,5073.719008,584.96
3/27/2000,3.408333333,53.29925,11.83291667,191.4583333,6.797336268,171.6,7.933884298,11494.21488,151.9917355,12174.54545,6138,21793,49.3625,9.645833333,6763.636364,48.87083333,49.80976374,4577.85124,583.84
3/28/2000,2.33625,52.8245,11.56916667,228.125,1.730580358,281.8,3.966942149,11704.46281,-76.42975207,11829.42149,5964,21665,49.44166667,9.689814815,5395.041322,48.80833333,50.9859347,6386.77686,583.63
3/29/2000,2.86375,57.528875,14.18270833,239.9583333,0.177870499,273.5,5.950413223,11640.99174,-382,11537.85124,5817,21763,49.61666667,9.787037037,5970.247934,48.9125,51.28240229,6053.553719,583.79
3/30/2000,5.702083333,62.24225,16.80125,254.1666667,-4.489035419,290.1,5.950413223,10169.2562,-870.1322314,11049.91736,5571,20877,50.125,10.06944444,5553.719008,48.825,51.25987522,5486.280992,582.32
3/31/2000,5.080833333,66.68375,19.26875,252.375,-2.844911687,290,7.933884298,10026.44628,-1674.61157,10325.95041,5206,20569,50.6125,10.34027778,4145.454545,48.57916667,51.62518053,7555.041322,581.8
4/1/2000,3.666666667,68.78825,20.43791667,254.8333333,3.334641561,279.2,9.917355372,11153.05785,-1505.256198,10399.33884,5243,21313,50.76666667,10.42592593,6386.77686,48.77083333,51.68724548,6271.735537,583.05
4/2/2000,3.982173913,72.86,22.7,270.5217391,5.919597263,282.6,7.933884298,10758.34711,-740.2727273,10202.97521,5144,21860,50.97826087,10.54347826,7080.991736,48.83043478,51.14930645,4417.190083,583.95
4/3/2000,1.950416667,65.47775,18.59875,251.5416667,9.20468644,289.7,9.917355372,9320.330579,-1240.975207,9469.090909,4774,21702,50.87916667,10.48842593,6684.297521,48.9375,49.59929961,3877.68595,583.69
4/4/2000,2.035833333,61.388,16.32666667,257.75,8.004025749,292.2,7.933884298,9580.165289,-1050.371901,9828.099174,4955,21447,51.05,10.58333333,4958.677686,48.775,49.69185153,5672.727273,583.27
4/5/2000,1.67125,61.15475,16.19708333,257.0833333,7.800287904,295,5.950413223,9570.247934,-200.3471074,9806.280992,4944,21205,50.875,10.48611111,6882.644628,48.82916667,48.3770006,2887.933884,582.87
4/6/2000,1.135416667,59.77025,15.42791667,256.6666667,7.667773199,286.8,9.917355372,10143.47107,-588.446281,10056.19835,5070,21283,50.49583333,10.27546296,5811.570248,48.90833333,49.6893891,4920.991736,583
4/7/2000,1.843333333,64.337,17.965,258.2083333,6.947514012,298.1,5.950413223,10123.63636,-882.9421488,10153.38843,5119,21247,50.91666667,10.50925926,4859.504132,49.17916667,50.31706927,6146.77686,582.94
4/8/2000,1.88625,59.94125,15.52291667,237.0833333,8.548633384,165.4,9.917355372,12448.26446,-775.0661157,12981.81818,6545,20704,50.35833333,10.19907407,6842.975207,48.94166667,51.23392258,6380.826446,582.03
4/9/2000,1.971666667,58.20275,14.55708333,252.7083333,8.974150212,257.8,1.983471074,15385.78512,-39.48760331,16321.98347,8229,19766,51.00416667,10.55787037,515.7024793,49.45833333,51.71691342,14909.75207,580.42
4/10/2000,1.8,63.33275,17.40708333,259,6.870118575,303.4,5.950413223,17668.76033,144.4876033,16859.50413,8500,20569,52.25,11.25,515.7024793,49.28333333,52.42531983,17008.26446,581.8
4/11/2000,1.2,62.213,16.785,231.7916667,9.305610619,298.6,9.917355372,17381.15702,-228.8347107,16859.50413,8500,21080,52.97916667,11.65509259,535.5371901,49.22083333,51.15042206,17073.71901,582.66
4/12/2000,3.194583333,64.1465,17.85916667,153.9166667,11.42258395,223.7,5.950413223,16831.73554,125.5454545,16635.3719,8387,21271,51.98333333,11.10185185,501.8181818,49.30416667,51.09199857,16204.95868,582.98
4/13/2000,5.832986111,56.461875,13.58993056,188.625,10.67694862,181.1,5.950413223,17391.07438,-1127.363636,16635.3719,8387,22020,51.57916667,10.87731481,1277.355372,49.225,50.39061885,17240.33058,584.21
4/14/2000,1.889027778,56.3266875,13.51482639,221.3333333,8.640633625,185.4,3.966942149,16738.5124,285.4214876,16998.34711,8570,21756,50.95833333,10.53240741,519.6694215,49.36666667,51.06598359,15933.22314,583.78
4/15/2000,5.1675,56.3266875,13.51482639,180.5416667,8.640633625,164.5,1.983471074,16375.53719,355.6033058,16786.1157,8463,21344,51.425,10.79166667,485.9504132,49.44583333,50.61060415,15534.54545,583.1
4/16/2000,2.513645833,53.389,11.88277778,89.625,9.935984264,202.6,1.983471074,16258.5124,519.2809917,16663.1405,8401,20937,51.1625,10.64583333,491.9008264,49.45,50.68033323,15246.94215,582.42
4/17/2000,2.335555556,50.987125,10.54840278,50.41666667,9.265987821,197.7,9.917355372,17246.28099,1055.652893,16702.80992,8421,21471,50.4125,10.22916667,7616.528926,49.275,49.80499012,8574.545455,583.31
4/18/2000,2.659416667,51.029,10.57166667,156.2916667,8.373666433,138.5,1.983471074,17718.34711,812.6033058,16710.7438,8425,22476,50.3,10.16666667,8509.090909,49.4875,49.85761796,8396.033058,584.95
4/19/2000,1.370833333,56.594,13.66333333,196.875,8.670078633,184.8,0,15968.92562,89.2892562,16924.95868,8533,21520,50.22916667,10.12731481,8290.909091,49.5875,51.81787046,7588.760331,583.39
4/20/2000,1.456666667,60.608,15.89333333,278.0833333,8.645187761,251.5,1.983471074,16121.65289,493.4380165,16893.22314,8517,20746,50.67916667,10.37731481,2697.520661,49.50416667,52.73649589,12930.24793,582.1
4/21/2000,2.057083333,64.6325,18.12916667,279.4166667,8.887989325,322.2,9.917355372,17145.12397,614.6198347,17045.95041,8594,20835,52.575,11.43055556,2519.008264,49.45416667,51.64416239,14011.23967,582.25
4/22/2000,3.623333333,58.457,14.69833333,203.7916667,7.150082296,200.7,7.933884298,18428.42975,334.9504132,17851.23967,9000,21404,52.58333333,11.43518519,2915.702479,49.72083333,49.50673101,15177.52066,583.2
4/23/2000,2.142916667,57.20075,14.00041667,270.9166667,1.507704637,306.1,5.950413223,17815.53719,54.76033058,17662.80992,8905,21550,50.98333333,10.5462963,2935.53719,50.02083333,48.88608817,14824.46281,583.44
4/24/2000,2.14375,58.41725,14.67625,259.9166667,2.402303703,295.2,9.917355372,17976.19835,274.6859504,17730.24793,8939,21787,49.96666667,9.981481481,2459.504132,49.96666667,49.05536145,15242.97521,583.83
4/25/2000,2.443333333,60.89075,16.05041667,254.0416667,8.380112222,279.6,5.950413223,16903.1405,58.5785124,17728.26446,8938,20955,50.04166667,10.02314815,1257.520661,50.15416667,48.76871494,15586.1157,582.45
4/26/2000,1.510833333,65.43725,18.57625,291.8333333,8.419451075,329.2,7.933884298,17970.24793,145.4214876,17646.94215,8897,21271,50.09166667,10.05092593,1894.214876,50.25416667,48.96964263,15931.23967,582.98
4/27/2000,2.517083333,59.112875,15.06270833,163.2916667,7.384979831,157.5,5.950413223,17960.33058,8.380165289,17900.82645,9025,21325,50.0375,10.02083333,7100.826446,50.25416667,48.52774786,10851.57025,583.07
4/28/2000,2.809166667,55.52975,13.07208333,350.125,-0.263479805,330.5,5.950413223,17375.20661,-1632.826446,17900.82645,9025,20793,49.95833333,9.976851852,5593.38843,51.07916667,48.80860168,13414.21488,582.18
4/29/2000,3.000416667,60.88325,16.04625,345.9583333,2.076287572,341.5,7.933884298,22722.64463,254.0661157,21732.89256,10957,21775,50.075,10.04166667,7338.842975,50.97916667,48.8760138,15129.91736,583.81
4/30/2000,1.350833333,62.8145,17.11916667,344.2916667,7.153640305,334.7,9.917355372,21955.04132,686.338843,21818.18182,11000,21902,50.14583333,10.08101852,6823.140496,50.75833333,48.87040609,14445.61983,584.02
5/1/2000,1.853958333,63.1085,17.2825,267.4583333,9.762439509,313.2,5.950413223,22161.32231,494.5041322,22440.99174,11314,21617,50.29583333,10.16435185,6466.115702,50.89583333,49.00167415,15201.32231,583.55
5/2/2000,1.726666667,63.4295,17.46083333,340.25,10.92897231,314,3.966942149,24916.36364,1819.297521,25937.85124,13077,20592,50.15416667,10.08564815,6604.958678,50.87083333,49.82732257,16492.56198,581.84
5/3/2000,2.52625,63.575375,17.541875,336.7916667,10.73518809,324.9,7.933884298,27024.79339,607.1570248,26271.07438,13245,21338,50.66666667,10.37037037,7140.495868,50.85416667,49.92291507,19277.35537,583.09
5/4/2000,1.812916667,62.169875,16.76104167,268.4166667,5.516670751,332.3,9.917355372,26836.36364,1521.909091,26396.03306,13308,21769,50.8,10.44444444,6426.446281,50.99166667,49.34160983,18888.59504,583.8
5/5/2000,2.70125,62.169875,16.76104167,339.3333333,5.516670751,338.1,9.917355372,27526.61157,1026.132231,27675.3719,13953,21611,50.29583333,10.16435185,6446.280992,50.94583333,49.5900907,20054.87603,583.54
5/6/2000,3.132569444,56.405125,13.55840278,153.4583333,5.897012023,180.4,9.917355372,27627.7686,1854.380165,26677.68595,13450,22551,50.375,10.20833333,6942.14876,51.02083333,49.47599771,18831.07438,585.07
5/7/2000,1.278861111,49.46775,9.704305556,96,8.815620053,98.7,0,25166.28099,1179.371901,25021.4876,12615,22695,50.15,10.08333333,7457.85124,51.0375,49.22648068,16528.26446,585.3
