Date,Wind_msec,AirTemp_degF,SolRad_Wm2,Storage_AF,Tdew_degC,KES_AddlInflow_AF,KES_Outflow_af,KES_Storage_AF,OutflowTemp_degF,SPP_Inflow_AF,SPP_InflowTemp_degF,SHD_OutflowTemp_degF,SHA_Outflow_AF
1/1/2000,2.08,40.514,88.97,20740,-1.88,-512.958,9917.355372,20740,51.9875,910.4132231,47.80416667,52.7375,9519.900207
1/2/2000,1.27,38.948,57.57,21158,-2.38,-94.95805824,9982.809917,21158,51.775,468.0991736,47.75,52.60833333,9683.106501
1/3/2000,1,44.24,103.19,21104,0.27,-222.3957572,9917.355372,21104,51.67083333,476.0330579,47.63333333,52.45,9414.831777
1/4/2000,1.91,42.53,35.19,21008,3.41,-69.50946295,9917.355372,21008,51.65,13.88429752,47.83333333,52.29166667,9764.35942
1/5/2000,3.45,38.822,122.03,21050,-1.36,181.1116544,9538.512397,21050,51.725,0,47.73333333,52.18333333,9706.922012
1/6/2000,1.07,40.136,89.1,21235,-3.32,16.59038469,9141.818182,21235,51.525,0,47.85833333,51.95,9168.971651
1/7/2000,1.46,45.176,118.82,21134,-1.17,-128.1534692,8925.619835,21134,51.5125,0,47.9375,51.84166667,8966.539809
1/8/2000,0.93,46.004,98.32,21146,1.41,-28.91997429,8925.619835,21146,51.47083333,0,47.85,51.72083333,8990.35532
1/9/2000,1.83,44.222,51.72,20907,1.29,-303.7354853,8925.619835,20907,51.44166667,0,47.67916667,51.60833333,8763.407511
1/10/2000,6.7,44.636,41.36,21062,5.38,317.2123237,8925.619835,21062,51.3875,0,47.375,51.35416667,8979.848477
1/11/2000,6.54,45.086,64.69,21062,4.48,-54.22864229,8925.619835,21062,51.35,541.4876033,47.4375,51.12083333,8547.667002
1/12/2000,3.14,42.26,89.72,20094,2.73,-1131.534771,8528.92562,20094,50.94583333,420.4958678,47.325,51.1625,7090.718107
1/13/2000,6.76,44.96,52.63,20411,5.87,1334.711645,8171.900826,20411,50.53333333,236.0330579,47.2875,51.0375,8348.737441
1/14/2000,5.86,48.686,61.25,20692,8.39,-131.8696724,7933.884298,20692,50.45833333,3828.099174,47.1,50.84166667,5381.60498
1/15/2000,5.8,48.884,63.57,20616,8.55,-1351.819856,7933.884298,20616,49.69166667,4343.801653,47.10416667,50.775,3311.056455
1/16/2000,8.13,46.346,85.93,20540,4.84,203.0261896,7914.049587,20540,49,3927.272727,47.1,50.36666667,1240.507929
1/17/2000,1.83,43.466,49.99,20060,4.97,2266.268931,7975.53719,20060,48.72083333,1664.132231,47.09166667,50.65,6163.314099
1/18/2000,1.26,45.752,31.13,20276,6.95,364.0908597,7975.53719,20276,49.35416667,1039.338843,47.27083333,50.825,7834.602591
1/19/2000,3.5,47.462,47.53,21122,7.97,-52.40424389,8025.123967,21122,49.34583333,4185.123967,46.7625,50.62916667,4008.010373
1/20/2000,2.51,46.634,101.24,22291,5.88,1000.989627,8058.842975,22291,49.3125,4323.966942,46.7875,50.48333333,4587.28765
1/21/2000,3.63,45.032,87.27,21429,5.11,-1714.411617,8499.173554,21429,49.1625,3312.396694,47.05,50.06666667,3727.827893
1/22/2000,1.54,44.798,95.93,21580,5.25,1609.948967,12769.58678,21580,48.99166667,4899.173554,46.7,50.1625,7951.578776
1/23/2000,3.4,46.94,66.38,22464,7.66,802.8344471,12892.56198,22464,48.85833333,5276.033058,46.83333333,50.26666667,8321.419649
1/24/2000,3.89,49.46,70.95,21038,8.49,-2130.890723,15907.43802,21038,48.80833333,5355.371901,46.81666667,50.2625,8586.892549
1/25/2000,1.15,47.624,87.75,18747,6.57,-325.8264333,23141.15702,18747,49.39583333,5375.206612,46.92916667,50.1625,17041.39888
1/26/2000,1.83,45.968,139.77,18686,3.69,663.5515332,27229.09091,18686,49.4,6128.92562,46.82083333,50.05416667,23012.08752
1/27/2000,2.55,41.774,149.86,21726,0.78,1128.077769,27641.65289,21726,49.35416667,5236.363636,46.92083333,50.53333333,25795
1/28/2000,1.75,41.36,151.97,19153,-1.65,-5962.710744,32479.33884,19153,49.92916667,5890.909091,46.80416667,50.60416667,24218.97355
1/29/2000,1.73,42.422,151.34,20129,-1.23,3345.456202,38439.66942,20129,50.075,4760.330579,46.67916667,50.5,35983.83588
1/30/2000,5.88,42.476,74.04,18857,3.84,-3576.497037,39042.64463,18857,49.73333333,5851.239669,46.7,49.98333333,33129.47686
1/31/2000,3.87,43.25,49.06,19541,5.56,745.9280987,34074.04959,19541,49.375,4859.504132,46.73333333,49.73333333,30850.89285
2/1/2000,2.2,46.958,67.14,21976,7.34,798.6526045,33322.31405,21976,49.30833333,5097.520661,46.63333333,49.97083333,31426.66784
2/2/2000,1.39,50.738,91.19,20416,8.49,-4761.874452,28686.94215,20416,49.55833333,5692.561983,46.6125,49.60416667,24097.79463
2/3/2000,4.92,50.108,119.22,19708,7.11,-1811.414465,25342.80992,19708,49.1,5752.066116,46.72083333,49.425,19181.29257
2/4/2000,3.45,47.318,86.28,21909,6.54,2610.451232,24793.38843,21909,48.81666667,5871.07438,46.675,49.47916667,21247.63835
2/5/2000,6.05,47.21,78,21678,7.35,-2556.3243,24793.38843,21678,48.95833333,5018.181818,46.67083333,49.11666667,19286.361
2/6/2000,1.69,49.046,133.27,21140,6.84,-49.15438843,21413.55372,21140,48.375,8310.743802,46.53333333,48.99166667,12876.48631
2/7/2000,2.74,51.584,140.02,19271,7.95,-1642.676393,21413.55372,19271,48.40416667,5910.743802,46.57083333,49.075,14678.76012
2/8/2000,2.35,53.42,88.16,19979,8.88,1532.049797,21413.55372,19979,48.72083333,3213.22314,46.86666667,49.44166667,20332.1421
2/9/2000,3.51,52.826,109.28,20592,8.83,-1518.811521,29587.43802,20592,49.40833333,3252.892562,46.8625,50.02916667,29054.2227
2/10/2000,2.69,47.768,79.45,19898,7.97,-3413.677245,29047.93388,19898,49.75833333,4760.330579,46.825,49.99166667,26158.53677
2/11/2000,4.74,44.546,80.25,19731,6.14,-2037.933464,33199.33884,19731,49.65,4819.834711,46.92083333,49.675,28508.56732
2/12/2000,4.95,43.124,69.09,20217,5.13,356.9368122,40099.83471,20217,49.19166667,8152.066116,46.725,49.525,32815.67249
2/13/2000,6.62,46.328,47.72,22347,7.49,1262.096105,36694.21488,22347,49.14166667,8251.239669,46.7125,49.37916667,30146.23391
2/14/2000,9.28,48.056,101.24,20805,7.23,-3245.258703,44544.79339,20805,49.26666667,8231.404959,46.8375,49.18333333,31105.15845
2/15/2000,1.49,45.338,105.2,21319,5.16,5722.22998,71049.91736,21319,49.22083333,8489.256198,46.86666667,49.54583333,67092.49661
2/16/2000,1.28,46.328,129.23,21520,5.33,-4330.835453,80118.34711,21520,49.225,8390.082645,46.89166667,49.59583333,70135.97879
2/17/2000,0.86,44.15,101.1,20586,4.45,658.2856728,78587.10744,20586,49.275,7517.355372,47.17916667,49.47083333,71854.89831
2/18/2000,1.65,46.112,193.73,20123,3.73,-1248.146244,79898.18182,20123,49.2875,6823.140496,47.25416667,49.43333333,74326.10778
2/19/2000,1.82,48.074,189.34,20949,3.89,-425.0664577,80336.52893,20949,49.35833333,1059.173554,47.68333333,49.28333333,80939.81521
2/20/2000,3.29,48.236,116.5,20955,7.01,-1656.459838,71972.2314,20955,49.37916667,1800.991736,47.69166667,49.45416667,71850.69557
2/21/2000,2.82,47.876,121.73,21086,6.62,-1548.455901,60406.61157,21086,49.425,2618.181818,47.56666667,49.52916667,70421.76492
2/22/2000,8.85,46.4,104.49,21890,6.44,-11829.33517,68372.2314,21890,49.175,2856.198347,47.51666667,49.34583333,62118.55713
2/23/2000,1.89,42.116,140.04,20799,2.2,2306.475928,71147.10744,20799,48.8625,8727.272727,47.27916667,49.07916667,61626.13643
2/24/2000,2.03,41.216,139.62,19812,2.07,-193.3017193,78961.98347,19812,48.98333333,7120.661157,47.22916667,49.17916667,66848.73785
2/25/2000,3.66,43.43,88.11,22161,5.37,7341.584464,79128.59504,22161,48.87916667,8310.743802,47.10833333,49.09583333,74747.08195
2/26/2000,8.68,44.834,67.63,21763,6.29,-4327.23071,67963.63636,21763,49.05,7279.338843,47.12083333,49.05416667,58479.68718
2/27/2000,5.85,45.5,114.62,20692,5.75,1133.610341,66366.94215,20692,49.02916667,8132.231405,47.24166667,49.22916667,61806.85413
2/28/2000,3.33,46.706,141.45,20399,6.4,-3865.143386,74310.7438,20399,48.87083333,8370.247934,47.25416667,49.46666667,70767.08983
2/29/2000,4.57,45.23,119.33,22161,4.88,-3064.593962,79983.47107,22161,48.84583333,8330.578512,47.27916667,49.25,77941.16222
3/1/2000,1.48,46.058,175.37,21532,4.46,-6917.269658,94337.85124,21532,48.75416667,8330.578512,47.2625,48.77916667,89535.11324
3/2/2000,1.73,46.094,66.54,20205,6.67,-4854.840513,93701.15702,20205,48.80416667,4006.61157,47.54583333,48.82083333,94855.07807
3/3/2000,2.33,49.442,209.83,21229,5.74,-4136.532615,93841.98347,21229,49.0625,2479.338843,47.6625,48.8875,99148.17412
3/4/2000,1.09,47.282,71.34,21398,6.92,-7616.529492,97846.61157,21398,48.89583333,3570.247934,48.07083333,48.8375,96030.44357
3/5/2000,1.27,46.22,120.85,22081,6.67,-1071.079934,82857.52066,22081,48.95,3530.578512,47.89166667,48.87083333,82843.65516
3/6/2000,2.55,45.014,119.52,20031,5.03,-5566.713011,68241.32231,20031,48.99166667,4343.801653,47.59166667,48.9875,67905.0258
3/7/2000,5.04,44.816,125.22,20375,4.71,-3663.505139,69520.66116,20375,48.85416667,3173.553719,47.64583333,48.89166667,71086.49786
3/8/2000,4.73,43.196,167.43,21271,3.6,-3843.390422,70510.41322,21271,48.66666667,5831.404959,47.42083333,49.23333333,69695.39184
3/9/2000,4.77,42.746,125.93,20031,4.43,-6256.383576,71404.95868,20031,48.65416667,6446.280992,47.45416667,48.90416667,64858.04133
3/10/2000,2.77,45.554,80.84,21568,6.58,1637.636356,70690.90909,21568,48.76666667,3431.404959,47.46666667,49.02083333,70580.76848
3/11/2000,1.9,48.938,176.81,19973,5.78,-4916.264348,60240,19973,48.9375,3133.884298,47.70416667,48.55416667,57213.26237
3/12/2000,2.24,50.63,177.78,20764,5.57,683.8533325,51205.28926,20764,49.03333333,3173.553719,47.85416667,48.7,50883.2397
3/13/2000,1.15,55.958,190.55,20346,7.75,-3269.504163,43705.78512,20346,49.1375,2995.041322,47.9375,48.79166667,42177.26959
3/14/2000,3.23,55.904,240.81,21259,7.19,-553.5257883,37025.45455,21259,49.35,2003.305785,48.1875,48.75833333,38161.5542
3/15/2000,2.98,52.88,231.26,20446,3.74,-3952.40544,31499.50413,20446,49.03333333,2618.181818,48.225,48.6875,29840.13455
3/16/2000,3.43,52.844,200.29,21050,4.82,-354.812236,26776.8595,21050,49.1375,4105.785124,48.29166667,48.81666667,25656.30967
3/17/2000,3.4,47.804,252.99,20031,1.19,-4004.23529,23182.80992,20031,49.11666667,5315.702479,48.94166667,48.55,17189.89559
3/18/2000,1.78,53.924,158.22,20434,6.14,1080.211848,19598.67769,20434,49.10416667,5355.371901,48.6875,48.325,13732.44379
3/19/2000,5.15,51.53,253.17,20853,3.18,929.8619951,20481.32231,20853,49.175,6208.264463,49.00833333,48.3375,13553.82746
3/20/2000,5.02,44.852,260.05,21289,-0.6,1155.230391,20774.87603,21289,49.00833333,4859.504132,49.1625,48.6375,15254.53511
3/21/2000,3.4,50.864,270.71,21152,1.78,523.8367908,19892.2314,21152,49.0625,4958.677686,48.7625,48.70833333,14452.51276
3/22/2000,2.08,54.392,153.08,21915,6.31,1244.040959,17047.93388,21915,49.20833333,5732.231405,48.625,48.35,11858.023
3/23/2000,2.23,55.562,261.54,21763,5.67,-694.3205207,14632.06612,21763,49.29166667,5196.694215,48.56666667,48.1375,8753.601124
3/24/2000,2.31,53.186,275.3,22526,5.56,1444.770777,12769.58678,22526,49.22083333,7061.157025,48.85416667,48.14583333,5946.873133
3/25/2000,2.59,54.914,238.34,22464,8.32,-300.4433809,12243.96694,22464,49.14583333,6525.619835,48.675,48.5,5681.400234
3/26/2000,1.5,57.362,277.5,22482,9,54.94687344,12069.42149,22482,49.3125,6644.628099,48.7,48.45,5077.60699
3/27/2000,2.57,53.816,163.74,21793,7.27,-341.8136016,12174.54545,21793,49.3625,6763.636364,48.87083333,49.3,4581.684001
3/28/2000,3.31,49.478,284.81,21665,2.09,701.2250899,11829.42149,21665,49.44166667,5395.041322,48.80833333,50.14166667,6391.66282
3/29/2000,3.57,51.224,276.71,21763,2.63,140.7173453,11537.85124,21763,49.61666667,5970.247934,48.9125,50.94583333,6058.245669
3/30/2000,4.29,51.566,293.06,20877,1.61,-1376.642363,11049.91736,20877,50.125,5553.719008,48.825,50.66666667,5490.175691
3/31/2000,3.73,54.374,294.68,20569,3.13,-301.9773439,10325.95041,20569,50.6125,4145.454545,48.57916667,51.36666667,7560.724217
4/1/2000,3.29,58.838,285.19,21313,6.02,-636.2283492,10399.33884,21313,50.76666667,6386.77686,48.77083333,51.42916667,6276.788003
4/2/2000,2.17,64.238,290.71,21860,9.17,-1717.22602,10202.97521,21860,50.97826087,7080.991736,48.83043478,51.06521739,4420.579075
4/3/2000,2.59,65.462,295.4,21702,11.29,-1456.595604,9469.090909,21702,50.87916667,6684.297521,48.9375,49.38333333,3880.527345
4/4/2000,4.06,61.088,297.34,21447,10.83,-1350.733957,9828.099174,21447,51.05,4958.677686,48.775,48.99166667,5677.197496
4/5/2000,2.04,60.962,300.8,21205,9.61,-1049.776008,9806.280992,21205,50.875,6882.644628,48.82916667,48.54166667,2890.082279
4/6/2000,2.36,59.936,297.7,21283,8.08,111.5540846,10056.19835,21283,50.49583333,5811.570248,48.90833333,49.02083333,4924.907538
4/7/2000,1.5,62.402,303.85,21247,8,-716.2794388,10153.38843,21247,50.91666667,4859.504132,49.17916667,49.6875,6151.406343
4/8/2000,3.45,56.876,166.42,20704,8.97,-1400.522045,12981.81818,20704,50.35833333,6842.975207,48.94166667,49.97083333,6386.05917
4/9/2000,1.46,57.362,258.3,19766,8.26,-1185.216195,16321.98347,19766,51.00416667,515.7024793,49.45833333,51.73333333,14921.11796
4/10/2000,1.77,62.024,308.46,20569,8.77,1688.163032,16859.50413,20569,52.25,515.7024793,49.28333333,52.40416667,17021.08565
4/11/2000,2.46,65.066,302.97,21080,11.13,-166.2839971,16859.50413,21080,52.97916667,535.5371901,49.22083333,51.025,17086.92853
4/12/2000,5.83,62.474,225.32,21271,11.84,-571.9615879,16635.3719,21271,51.98333333,501.8181818,49.30416667,51.05833333,16217.66239
4/13/2000,6.49,52.484,171.79,22020,9,664.891329,16635.3719,22020,51.57916667,1277.355372,49.225,50.28333333,17253.6371
4/14/2000,3.01,51.566,182.84,21756,8.05,-2159.620571,16998.34711,21756,50.95833333,519.6694215,49.36666667,50.8,15945.18492
4/15/2000,4.12,50.234,156.3,21344,7.18,121.492766,16786.1157,21344,51.425,485.9504132,49.44583333,50.37083333,15546.62535
4/16/2000,4.44,50.27,199.93,20937,7.8,346.5399393,16663.1405,20937,51.1625,491.9008264,49.45,50.44583333,15258.73785
4/17/2000,3.56,51.35,182.56,21471,8.94,1446.501819,16702.80992,21471,50.4125,7616.528926,49.275,49.69166667,8581.288899
4/18/2000,2.15,49.964,136.63,22476,7.24,1509.992093,16710.7438,22476,50.3,8509.090909,49.4875,49.50833333,8402.672568
4/19/2000,1.04,53.726,170.65,21520,7.49,-1157.019675,16924.95868,21520,50.22916667,8290.909091,49.5875,50.77916667,7594.346114
4/20/2000,0.93,58.46,256.74,20746,8.9,265.7034728,16893.22314,20746,50.67916667,2697.520661,49.50416667,53.08333333,12940.22783
4/21/2000,2.31,62.996,330.33,20835,9.69,1344.474649,17045.95041,20835,52.575,2519.008264,49.45416667,51.40416667,14021.7322
4/22/2000,3.09,56.966,197.51,21404,7.51,1074.209949,17851.23967,21404,52.58333333,2915.702479,49.72083333,49.33333333,15189.39268
4/23/2000,3.45,51.854,322.62,21550,3.36,-107.8554899,17662.80992,21550,50.98333333,2935.53719,50.02083333,48.725,14835.6623
4/24/2000,2.05,53.816,302.88,21787,4.19,128.6104273,17730.24793,21787,49.96666667,2459.504132,49.96666667,48.88333333,15254.53511
4/25/2000,1.76,61.286,271.5,20955,7.51,-815.7913083,17728.26446,20955,50.04166667,1257.520661,50.15416667,48.75,15597.75865
4/26/2000,1.62,63.914,337.22,21271,8.64,1188.985152,17646.94215,21271,50.09166667,1894.214876,50.25416667,48.875,15943.78401
4/27/2000,3.81,58.838,153.92,21325,9.2,-137.0567373,17900.82645,21325,50.0375,7100.826446,50.25416667,48.52916667,10859.87292
4/28/2000,4.05,52.088,345.25,20793,2.23,-591.87292,17900.82645,20793,49.95833333,5593.38843,51.07916667,48.69583333,13424.24306
4/29/2000,2.2,55.454,350.8,21775,4.07,-134.8050435,21732.89256,21775,50.075,7338.842975,50.97916667,48.79583333,15141.76166
4/30/2000,1.65,64.238,344.28,21902,8.67,-620.7120732,21818.18182,21902,50.14583333,6823.140496,50.75833333,48.7625,14456.7155
5/1/2000,1.7,65.858,322.26,21617,9.63,253.3258223,22440.99174,21617,50.29583333,6466.115702,50.89583333,48.8875,15213.2082
5/2/2000,1.7,64.868,310.21,20592,10.67,-263.3321669,25937.85124,20592,50.15416667,6604.958678,50.87083333,49.69166667,16505.54988
5/3/2000,3.19,63.608,329.02,21338,10.08,3573.342682,26271.07438,21338,50.66666667,7140.495868,50.85416667,49.92083333,19291.96464
5/4/2000,2.63,62.816,340.7,21769,8.52,269.6138724,26396.03306,21769,50.8,6426.446281,50.99166667,49.34166667,18903.21145
5/5/2000,2.73,58.712,347.44,21611,4.67,908.3753269,27675.3719,21611,50.29583333,6446.280992,50.94583333,49.5875,20070.17148
5/6/2000,4.5,55.274,183.32,22551,6.05,2098.919429,26677.68595,22551,50.375,6942.14876,51.02083333,49.45,18845.77405
5/7/2000,3.6,50.792,96.02,22695,9.25,1033.76314,25021.4876,22695,50.15,7457.85124,51.0375,49.2125,16541.27315
5/8/2000,3.51,57.56,240.48,22414,10.81,741.3632136,21038.67769,22414,50.15833333,7259.504132,51.05833333,49.2375,13656.79452
5/9/2000,3.82,57.02,163.69,21423,9.46,-868.6209663,19134.54545,21423,50.34583333,2181.818182,50.95,49.69166667,15157.1717
5/10/2000,2.79,49.73,276.45,20241,2.02,613.5555727,19011.57025,20241,50.62916667,2161.983471,51.0375,49.05,15399.52954
5/11/2000,2.13,52.322,355.26,21629,2.12,2838.057237,16960.66116,21629,50.07916667,4800,51.1375,49.2875,12983.65611
5/12/2000,2.25,55.112,320.72,22513,3.54,61.00504702,16625.45455,22513,50.43333333,3332.231405,51.37083333,49.08333333,13738.04744
5/13/2000,3.26,59.738,262.74,22168,8.39,-789.8242995,16617.52066,22168,50.27083333,3233.057851,51.16666667,49.44583333,12642.53394
5/14/2000,6.3,58.352,247.5,21104,9.74,-322.0711301,17644.95868,21104,50.15,3193.38843,51.2,49.39583333,13053.00128
5/15/2000,2.98,55.382,229.68,21756,8.95,2050.568968,19011.57025,21756,50.17916667,5176.859504,51.25833333,51.62083333,14275.9978
5/16/2000,2.48,58.37,325.72,21915,9.91,-282.2870562,16867.43802,21915,50.92916667,4938.842975,51.10833333,50.55416667,11475.57392
5/17/2000,3.31,61.502,354.91,22501,9.66,1039.021121,15867.7686,22501,51.69166667,3391.735537,51.25,48.98333333,12568.98604
5/18/2000,3.58,64.994,367.58,21392,9.37,-1201.952982,17285.95041,21392,51.34583333,4006.61157,51.0875,48.52083333,11431.44517
5/19/2000,3.3,69.854,364.44,18962,10.71,-582.106327,21818.18182,18962,50.4625,3867.768595,50.82916667,48.26666667,15548.72672
5/20/2000,2.79,74.3,353.35,20025,11.51,3464.686503,25785.12397,20025,49.82083333,4700.826446,51.01666667,48.26666667,21650.40067
5/21/2000,2.02,78.44,367.27,21860,13.46,1268.896851,25955.70248,21860,49.78333333,5652.892562,51.1375,48.24166667,21737.95769
5/22/2000,3.26,77.144,346.73,21964,13.41,-1331.147773,26338.5124,21964,49.80833333,5514.049587,51.14583333,48.25,20231.27641
5/23/2000,3.26,77.342,363.7,21187,14.91,-183.8136001,26300.82645,21187,49.9125,4641.322314,51.08333333,48.36666667,20457.52376
5/24/2000,3.34,74.786,361.34,20288,13.93,302.9803722,28504.46281,20288,49.8625,4938.842975,51.23333333,48.45416667,21928.48178
5/25/2000,2.66,68.054,286.65,20639,10.55,1988.138055,23660.82645,20639,50.09583333,4621.487603,51.30416667,48.35833333,19542.02751
5/26/2000,1.43,68.144,207.77,20305,11.53,-836.688667,24805.28926,20305,50.125,5395.041322,51.44166667,48.3125,18370.86474
5/27/2000,1.7,71.852,248.19,20865,12.67,1599.383194,24969.91736,20865,50.10416667,5355.371901,51.64166667,48.24166667,19427.15269
5/28/2000,2.8,68.054,345,21593,9.56,915.3927645,25453.8843,21593,49.875,5474.380165,51.64166667,48.30416667,19933.58252
5/29/2000,3.69,63.77,387.71,22501,5.86,953.9216122,24228.09917,22501,49.825,5613.22314,51.82083333,48.24166667,18660.85361
5/30/2000,5.23,59.576,390.38,22402,3.3,-144.9775769,24390.7438,22402,50.15833333,6287.603306,52.02916667,48.375,17425.94933
5/31/2000,5.26,59.72,393.85,21878,3.04,153.1911659,23740.16529,21878,50.12083333,5494.214876,52.00833333,48.48333333,18013.63208
6/1/2000,2.49,66.956,386.92,21958,6.27,312.3183332,23232.39669,21958,50.18333333,4879.338843,52.13333333,48.56666667,18120.80188
6/2/2000,2.6,72.284,379.04,21659,8.68,-66.74402876,23190.7438,21659,50.27916667,4958.677686,52.1,48.33333333,17868.63765
6/3/2000,1.55,74.48,383.62,20919,10.28,-376.5715343,23771.90083,20919,50.2,4561.983471,52.06666667,48.05,18153.02286
6/4/2000,3.51,74.498,379.64,21933,11.32,2070.894495,22748.42975,21933,50.0875,6823.140496,52.10833333,47.95833333,16830.56156
6/5/2000,3.65,69.494,376.35,21939,10.33,-899.2723038,21046.61157,21939,50.14166667,5454.545455,52.14583333,47.93333333,15615.97051
6/6/2000,1.74,71.15,380.03,22081,9.63,118.0956057,20915.70248,22081,49.925,4601.652893,52.14166667,48.30416667,16660.3507
6/7/2000,4.31,66.542,282.15,21617,10.78,-810.3011132,20806.61157,21617,50.30416667,6327.272727,52.41666667,48.52083333,14151.3166
6/8/2000,3.15,61.142,234.09,21793,11.44,504.022243,20804.6281,21793,50.49166667,6029.752066,52.35833333,48.62916667,14299.81331
6/9/2000,3.34,61.484,281.26,21775,9.98,457.0627231,20909.75207,21775,50.3625,6803.305785,52.49166667,48.4125,14423.0936
6/10/2000,2.81,62.276,366.86,21265,6.76,-826.647319,20822.47934,21265,50.6875,6009.917355,52.57916667,47.92916667,14565.98667
6/11/2000,2.49,64.976,307.03,21465,8.19,446.5753135,20995.04132,21465,50.1875,5256.198347,52.64583333,48.03333333,16215.56102
6/12/2000,1.75,68.612,164.87,21229,12.21,-712.7180448,25953.71901,21229,50.05,5395.041322,52.6375,48.2625,20884.10159
6/13/2000,4.86,75.002,385.16,20716,13.04,-838.423904,27542.47934,20716,50.04583333,5474.380165,52.55833333,48.34166667,22821.56343
6/14/2000,4.29,80.906,387.87,21380,13.64,-89.46425645,28177.19008,21380,50.32083333,6228.099174,52.5875,48.35,23154.98058
6/15/2000,4.88,79.61,384.31,20877,12.64,-1708.889671,27556.36364,20877,50.09166667,4046.280992,52.59583333,48.47083333,25044.81141
6/16/2000,4.69,75.614,389.75,21307,9.05,-1104.728765,27619.83471,21307,50,3927.272727,52.65833333,48.65,26463.93567
6/17/2000,2.96,76.316,382.26,21235,9.4,-2843.373687,27738.84298,21235,50.34583333,5454.545455,52.6125,48.45,22960.25376
6/18/2000,2.88,77.306,381.21,21098,12.81,-812.9562393,26842.31405,21098,50.22916667,5613.22314,52.67916667,48.43333333,22057.36572
6/19/2000,3.56,75.2,389.34,21020,11.1,-906.2748109,27072.39669,21020,50.4625,5930.578512,52.6875,48.43333333,21857.03525
6/20/2000,3.27,76.172,390.22,21423,9.25,-312.2170682,27637.68595,21423,50.34583333,5890.909091,52.825,48.45416667,23508.01051
6/21/2000,1.75,81.464,387.3,21866,10.36,-1318.23365,27933.22314,21866,50.24583333,5752.066116,52.79583333,48.52916667,23480.69272
6/22/2000,1.62,82.742,379.23,22328,12.15,-837.5356952,26866.1157,22328,50.375,5613.22314,52.90416667,48.52083333,22476.23853
6/23/2000,1.93,82.328,380.86,21769,13.33,-1782.345968,27421.4876,21769,50.45833333,5712.396694,52.97916667,48.425,21995.72557
6/24/2000,1.87,81.698,381.83,21684,13.52,-371.6346609,27050.57851,21684,50.3375,5732.231405,53.01666667,48.475,22797.74792
6/25/2000,1.33,83.462,370.86,21915,13.73,-1248.400813,27048.59504,21915,50.3625,5752.066116,53.12083333,48.46666667,22998.0784
6/26/2000,2.18,84.236,380.54,22639,13.08,-977.5494744,27356.03306,22639,50.4,5573.553719,53.22083333,48.5375,23780.48797
6/27/2000,1.82,84.974,386.42,21502,11.54,-3135.008631,28042.31405,21502,50.475,5613.22314,53.275,48.53333333,22289.21672
6/28/2000,1.86,85.838,379.83,21927,11.15,564.8741891,27764.6281,21927,50.5125,6148.760331,53.35833333,48.95416667,24173.4439
6/29/2000,1.81,83.822,379.49,21769,11.29,-2715.576131,28165.28926,21769,50.99166667,6684.297521,53.42083333,49.22916667,23375.62429
6/30/2000,3.06,80.942,382.41,21970,11.93,-1693.632554,27871.73554,21970,51.07916667,5335.53719,53.46666667,49.55833333,24919.42975
7/1/2000,2.51,75.434,382.4,22155,10.29,-2198.231403,28647.27273,22155,51.325,5811.570248,53.5125,50.14166667,24250.49408
7/2/2000,1.92,73.652,379.52,21915,9.86,-1654.791601,28556.03306,21915,51.64166667,5851.239669,53.64166667,50.15416667,24002.53259
7/3/2000,3.23,69.332,375.03,21623,7.35,-1589.739202,28187.10744,21623,51.71666667,6466.115702,53.7,50.35,23238.33487
7/4/2000,2.71,68.036,299.03,20692,7.74,-2448.343134,29153.05785,20692,51.8875,6386.77686,53.75833333,50.83333333,24236.48496
7/5/2000,2.29,69.998,309.39,20645,9.38,-1517.203968,28240.66116,20645,51.96666667,6049.586777,53.77083333,50.94583333,24826.26908
7/6/2000,3.09,70.574,367.47,21325,9.78,-1955.1947,29393.05785,21325,52.16666667,5831.404959,53.8,51.03333333,25872.75064
7/7/2000,2.77,71.078,226.77,20925,10.92,-2711.097747,29242.31405,20925,52.15833333,6069.421488,53.79166667,50.975,24568.5012
7/8/2000,1.94,73.094,377.71,21447,10.44,-873.608638,28938.84298,21447,52.16666667,5553.719008,53.70416667,51.20416667,25602.37455
7/9/2000,1.82,77.216,378.78,22192,9.95,-1472.250583,29049.91736,22192,52.55416667,6664.46281,53.57083333,51.00833333,24987.374
7/10/2000,1.56,78.962,378.26,21946,9.97,-2847.919455,29484.29752,21946,52.24166667,6684.297521,53.49166667,50.425,24236.48496
7/11/2000,2.18,78.584,377.28,20889,10.92,-2493.48496,29365.28926,20889,51.80416667,5930.578512,53.3625,50.34583333,24272.20822
7/12/2000,2.32,78.908,378.33,20223,10.8,-1503.497476,29097.52066,20223,51.84166667,6089.256198,53.34166667,50.3125,24618.23359
7/13/2000,3,77.774,378.21,21182,9.58,-650.9691272,29170.90909,21182,51.75416667,6386.77686,53.39166667,50.3375,26126.31578
7/14/2000,1.47,78.062,377.25,19864,9.16,-4660.183549,29236.36364,19864,51.73333333,5990.082645,53.36666667,50.575,23828.11899
7/15/2000,2.04,79.826,376.31,21872,8.66,1426.162002,29155.04132,21872,52.06666667,6228.099174,53.48333333,50.95,27065.62755
7/16/2000,3.51,76.118,245.79,21964,11.17,-4046.685401,29658.84298,21964,52.2125,6267.768595,53.51666667,51.0375,25425.85958
