,Year,Month,NSE_degC,RMSE_degC,MeanBias_degC,MAE_degC,R2,RMSE_degF,MeanBias_degF,MAE_degF
0,2000,1,-6.199948577507725,2.222550384660915,-2.208805788281385,2.208805788281385,0.9473967169104578,4.000590692389648,-3.975850418906493,3.975850418906493
1,2000,2,-38.65767628081506,1.7369075083247176,-1.719549097412777,1.719549097412777,0.28099712998541154,3.126433514984492,-3.0951883753429987,3.0951883753429987
2,2000,3,-0.26427596804323694,1.0301393304854758,-0.7049218047665791,0.803692000099518,0.5955165418108265,1.8542507948738565,-1.2688592485798424,1.4466456001791326
3,2000,4,0.7760355829761558,0.5811882514469466,0.2769506000240921,0.4770472148316474,0.8373090283789554,1.046138852604504,0.4985110800433658,0.8586849866969654
4,2000,5,0.7671859842309471,0.36345589680920815,0.037987469602278626,0.25400474943926715,0.7804180156049179,0.6542206142565746,0.06837744528410153,0.45720854899068086
5,2000,6,-5.62949424638386,0.9094917537491203,-0.7939879273460975,0.8065744349165982,0.6788048722720897,1.6370851567484166,-1.4291782692229755,1.4518339828498767
6,2000,7,0.01078130659954335,0.5759915031696481,0.07295684442327628,0.42762678062609344,0.6916064815740286,1.0367847057053665,0.1313223199618973,0.7697282051269682
7,2000,8,0.7902380829309366,0.23779286902322927,0.01877968092232633,0.2049518799204575,0.7921576854197244,0.4280271642418127,0.033803425660187396,0.3689133838568235
8,2000,9,0.5946618312161134,0.26928150041977583,0.05894834800578342,0.22391751247337932,0.6246874553179572,0.4847067007555965,0.10610702641041016,0.4030515224520828
9,2000,10,0.9607429334850511,0.17658830896099947,-0.0874715707164737,0.14460153448351068,0.9704003488572123,0.3178589561297991,-0.15744882728965265,0.26028276207031925
10,2000,11,0.8242798112650767,0.21439814276150945,-0.09542802403059317,0.1855943406032369,0.8668657160816029,0.38591665697071703,-0.1717704432550677,0.33406981308582645
11,2000,12,0.75794194707709,0.5042848623502388,-0.46289314290488054,0.4900106127678261,0.968268498386696,0.9077127522304299,-0.833207657228785,0.882019102982087
12,2000,annual,0.753604840123858,0.9595691417056065,-0.46403784587087304,0.6590312093548529,0.8574846698775412,1.7272244550700917,-0.8352681225675715,1.1862561768387354
13,2001,1,0.6651858273732159,0.507764699285146,0.3690762116946425,0.4343248222271644,0.8482231870532597,0.9139764587132628,0.6643371810503566,0.7817846800088959
14,2001,2,0.8913035806581058,0.21544803017890457,0.0910507735236971,0.18616372119946029,0.9215327611687846,0.38780645432202826,0.1638913923426548,0.33509469815902854
15,2001,3,0.21362278652513045,0.8338316424709843,0.4784617614918301,0.6209667483552751,0.855583297957597,1.5008969564477717,0.8612311706852942,1.1177401470394952
16,2001,4,0.859775207521951,0.6132826377071239,0.15706615972617374,0.36794304114199483,0.8714617042280133,1.1039087478728231,0.2827190875071127,0.6622974740555907
17,2001,5,0.9023391258228426,0.2517009608070603,0.08039635592250043,0.19697394900400023,0.918314741343196,0.4530617294527085,0.14471344066050076,0.35455310820720043
18,2001,6,0.3246800509866893,0.9271548892210892,0.40320735209380604,0.701329512518033,0.47501237931832146,1.6688788005979607,0.7257732337688508,1.2623931225324594
19,2001,7,-0.2331977415773685,0.7806451808280805,0.39470280580912853,0.5035012485039811,0.39622692506138524,1.405161325490545,0.7104650504564314,0.9063022473071661
20,2001,8,-24.794539573164325,2.2483078010589304,1.62433680922074,1.6700287785066315,0.03686745655633324,4.0469540419060746,2.923806256597332,3.0060518013119366
21,2001,9,0.985463498229768,0.15885658938965097,-0.030962822976531374,0.1278478483129651,0.9864416739401337,0.28594186090137175,-0.055733081357756474,0.2301261269633372
22,2001,10,0.1295628221574645,0.9460749291212135,0.5406244705072032,0.717845724396076,0.44724870588450005,1.7029348724181843,0.9731240469129657,1.2921223039129368
23,2001,11,-41.64352081067989,1.7635499987011936,1.6770389148354632,1.6770389148354632,0.42500367275349443,3.1743899976621486,3.018670046703834,3.018670046703834
24,2001,12,0.8785689010551767,0.3928829659747205,-0.1489380936521423,0.2551490369113689,0.9125892073574935,0.707189338754497,-0.26808856857385616,0.4592682664404641
25,2001,annual,0.8311975070195138,1.009634457197808,0.47188597183518316,0.6241092143640493,0.8957414757348903,1.8173420229560544,0.8493947493033297,1.1233965858552888
