,Year,Month,NSE_degF,RMSE_degF,MeanBias_degF,MAE_degF,R2,RMSE_degC,MeanBias_degC,MAE_degC
0,2000,1,0.10374222627884777,1.797967051315021,-1.462608779886463,1.513473582215406,0.9733364916346162,0.9988705840639005,-0.8125604332702573,0.8408186567863366
1,2000,2,0.35129333398200546,1.197297647982128,-0.8184009750962014,0.9181115627160485,0.8505825315438887,0.6651653599900711,-0.45466720838677854,0.5100619792866936
2,2000,3,0.39135654661141395,0.9001734378104275,-0.7036598719897965,0.7378361719480242,0.7831218632708971,0.5000963543391264,-0.3909221511054425,0.409908984415569
3,2000,4,0.9578403776874057,0.7104297009164742,-0.5358263708619395,0.6123849841186596,0.9846283624936776,0.39468316717581897,-0.29768131714552193,0.340213880065922
4,2000,5,0.9448410821632599,1.0037569637589598,-0.6593188251408849,0.771404100503778,0.9686710998384327,0.5576427576438666,-0.3662882361893805,0.42855783361321
5,2000,6,0.9713756273858595,1.2789202768635803,-0.8783472404142018,0.972187511529487,0.9850949776140007,0.7105112649242112,-0.487970689119001,0.5401041730719373
6,2000,7,0.985413462598135,1.1400557724853895,-0.7594748920115607,0.8212521578485289,0.9926009762718323,0.6333643180474385,-0.42193049556197815,0.45625119880473824
7,2000,8,0.9862064996989784,1.1700931513094937,-0.568455799280732,0.8786316120587068,0.9895447055160551,0.6500517507274964,-0.3158087773781844,0.4881286733659482
8,2000,9,0.9846665172549962,1.0963015162384833,-0.5260594536506474,0.9236574589857128,0.9887598048350665,0.6090563979102684,-0.29225525202813746,0.5131430327698404
9,2000,10,0.9793401705717943,1.0923889812699585,-0.0014645341343250745,1.0004804489233858,0.9818332252815407,0.6068827673721992,-0.0008136300746250414,0.5558224716241033
10,2000,11,0.8321685674595257,1.7235075230253576,-0.5079193602729039,1.6063562651295282,0.8468334204759845,0.957504179458532,-0.2821774223738355,0.8924201472941823
11,2000,12,0.6422756059005779,1.55606686216122,-0.713314500806923,1.4677950247827427,0.7292392153717543,0.8644815900895666,-0.3962858337816239,0.815441680434857
12,2000,annual,0.9712454728103996,1.2475113234474051,-0.6397089792617966,1.0046686818059614,0.978941166475811,0.6930618463596695,-0.35539387736766476,0.5581492676699785
13,2001,1,0.5523652837890983,0.9680590673150757,0.8381684694670459,0.8481684694670464,0.893440093018233,0.5378105929528199,0.4656491497039144,0.4712047052594702
14,2001,2,0.7647216147052526,0.45182743244022744,0.36437770078606024,0.36437770078606024,0.946195383249772,0.2510152402445708,0.2024320559922557,0.2024320559922557
15,2001,3,0.9197186250010009,0.8458437919414388,0.5533365924223252,0.7785482737137583,0.9548523381556114,0.46991321774524375,0.3074092180124029,0.43252681872986576
16,2001,4,0.9562377899679669,0.8797030948372386,0.17867462517773375,0.7214698096197703,0.9817091775364943,0.48872394157624366,0.09926368065429653,0.40081656089987233
17,2001,5,0.9624542723079892,1.3284863249743584,0.13493113859446254,0.8402575609189247,0.9656147248599447,0.738047958319088,0.0749617436635903,0.4668097560660692
18,2001,6,0.9878475682120207,0.9872931428645593,0.2147687548941479,0.7346094761480527,0.9924071380163205,0.5484961904803107,0.11931597494119328,0.40811637563780706
19,2001,7,0.9895368418435434,1.1079122987080852,0.29724545275780034,0.8259539616753167,0.9951063501240527,0.6155068326156029,0.1651363626432224,0.45886331204184255
20,2001,8,0.9892267815327402,1.190391229157473,0.5821022928062983,1.06290152390652,0.995103596122402,0.6613284606430405,0.32339016267016574,0.5905008466147333
21,2001,9,0.9738351868573013,1.781466478127914,1.3240665615762488,1.5426668777606167,0.9901766173004699,0.9897035989599522,0.7355925342090271,0.8570371543114537
22,2001,10,0.909863480534989,2.734709225810993,2.3062560462113666,2.3062560462113666,0.9753395576683003,1.5192829032283295,1.2812533590063147,1.2812533590063147
23,2001,11,0.7943133510935891,2.55601939581476,1.9383514842328435,1.9383514842328435,0.9126039477677153,1.4200107754526445,1.076861935684913,1.076861935684913
24,2001,12,0.7599438597916982,1.0732801959257168,-0.32748083300069725,0.8774805782998596,0.9146814846277381,0.5962667755142871,-0.18193379611149846,0.48748921016658864
25,2001,annual,0.9682044542472131,1.5602881411012626,0.7536214083874535,1.126568068334383,0.9757151916179116,0.866826745056257,0.41867856021525196,0.6258711490746572
26,2002,1,0.5818120590109301,0.6828879736687852,0.48779775753580745,0.5289791162020698,0.8159653327107932,0.3793822075937695,0.27099875418655966,0.29387728677892766
27,2002,2,0.5516933574067262,1.0439838291703116,0.5380652329979682,0.9413247361371563,0.7176327389117245,0.5799910162057287,0.2989251294433156,0.5229581867428645
28,2002,3,0.6571613305596269,0.9788715816834503,0.4390997181407484,0.8681416511135773,0.9609546751519203,0.5438175453796946,0.24394428785597133,0.4823009172853207
29,2002,4,0.8536187555013223,1.7674383289475706,0.022248923156855227,1.1755859883142556,0.8655942324425113,0.9819101827486503,0.01236051286491957,0.6531033268412532
