Date,CCR_degF,JLF_degF,BSF_degF,BND_degF,RDB_degF
3/13/2000,49.14166667,50.45416667,50.04166667,50.60416667,51.05416667
3/14/2000,49.4,51.175,50.56666667,51.3125,51.7625
3/15/2000,49.32083333,51.12083333,50.52083333,51.27916667,51.75416667
3/16/2000,49.55833333,51.93333333,51.11666667,52.09583333,52.44583333
3/17/2000,49.52083333,51.18333333,50.64583333,51.3625,51.99166667
3/18/2000,49.79166667,51.86666667,51.28333333,51.97083333,52.4625
3/19/2000,49.7125,52.8125,51.7125,53.125,53.57916667
3/20/2000,49.38333333,50.99166667,50.5,51.25416667,51.91666667
3/21/2000,49.51666667,50.97083333,50.6,51.09583333,51.5125
3/22/2000,49.89166667,52.05416667,51.34583333,52.33333333,52.675
3/23/2000,50.075,53.02916667,52.02916667,53.2375,53.74583333
3/24/2000,50.075,52.7875,51.89166667,53.025,54.02083333
3/25/2000,50,53.00833333,52.02916667,53.3375,54.15
3/26/2000,50.22916667,53.27916667,52.2625,53.54583333,54.45833333
3/27/2000,50.20833333,53.54166667,52.39166667,53.9,54.79583333
3/28/2000,50.26666667,52.875,51.9,53.2375,54.27916667
3/29/2000,50.52916667,52.91666667,52.1,53.1875,54.03333333
3/30/2000,50.91666667,53.125,52.3125,53.42083333,54.15833333
3/31/2000,51.50416667,53.75416667,52.975,53.99583333,54.70416667
4/1/2000,52.06666667,54.99583333,54.0625,55.25833333,56.07916667
4/2/2000,52.43043478,56.10869565,54.79130435,56.5,57.80434783
4/3/2000,52.51666667,56.8125,55.25,57.275,58.625
4/4/2000,52.08333333,57.02916667,55.30833333,57.5125,58.10833333
4/5/2000,52.37083333,56.67083333,55.1,57.15416667,58.70833333
4/6/2000,51.92916667,56.4375,54.8125,56.975,58.55416667
4/7/2000,52.32083333,56.13333333,54.6625,56.59583333,58.24166667
4/8/2000,51.5,56.28333333,54.53333333,56.8625,58.13333333
4/9/2000,51.78333333,55.09166667,53.7875,55.54166667,56.99583333
4/10/2000,53.06666667,56.42083333,54.55833333,55.93333333,56.92916667
4/11/2000,53.72083333,56.37916667,55.2875,56.61666667,57.72916667
4/12/2000,52.90416667,56.475,55.03333333,56.89166667,58.13333333
4/13/2000,52.4125,55.8125,54.475,55.4375,57.02916667
4/14/2000,52.0125,55.375,54.18333333,55.1875,56.6
4/15/2000,51.7125,54.5375,53.34166667,54.91666667,56.125
4/16/2000,51.62083333,53.55416667,52.77916667,53.8,54.71666667
4/17/2000,51.025,53.01666667,52.6,53.09166667,53.625
4/18/2000,50.72916667,52.39583333,52.0625,52.44166667,53.07083333
4/19/2000,50.975,53.37916667,52.69166667,53.3875,53.8
4/20/2000,51.4875,54.5375,53.55,54.5625,55.325
4/21/2000,53.15,56.16666667,54.9375,56.2875,57.14583333
4/22/2000,53.60833333,56.88333333,55.675,57.15416667,58.14583333
4/23/2000,52.20416667,55.92916667,54.5625,56.25416667,57.62916667
4/24/2000,50.92083333,54.55416667,53.14583333,54.925,56.3875
4/25/2000,50.99583333,54.61666667,53.19583333,54.82083333,55.9875
4/26/2000,51.24583333,55.30416667,53.6375,55.55416667,56.9
4/27/2000,50.43333333,54.56666667,52.62083333,55.1375,56.67916667
4/28/2000,50.575,53.34166667,52.29583333,53.41666667,54.37083333
4/29/2000,50.71666667,53.54583333,52.37083333,53.775,54.95
4/30/2000,51.04166667,54.45416667,52.94583333,54.49583333,55.525
5/1/2000,51.00416667,54.74166667,53.05833333,55.2875,56.3
5/2/2000,50.98333333,54.45,52.9375,54.80833333,56.0625
5/3/2000,51.34166667,54.89166667,53.30833333,55.19583333,56.35833333
5/4/2000,51.45416667,54.7875,53.25833333,55.23333333,56.575
5/5/2000,50.92916667,54.16666667,52.83333333,54.49583333,55.5625
5/6/2000,50.69166667,53.25833333,52.05416667,53.69583333,54.77083333
5/7/2000,50.375,52.025,51.3125,52.20833333,52.80416667
5/8/2000,50.92916667,53.26666667,52.48333333,53.30833333,53.6125
5/9/2000,51.25833333,54.84583333,53.49583333,55.25,56.15
5/10/2000,51.17083333,54.17916667,52.94583333,54.6,55.76666667
5/11/2000,51.1625,54.05,53,54.2625,55.30416667
5/12/2000,50.98333333,53.56666667,52.45416667,53.9875,55.27916667
5/13/2000,50.9875,53.47916667,52.5,53.86666667,54.85
5/14/2000,50.55,53.07916667,52.00416667,53.42916667,54.25833333
5/15/2000,50.55833333,52.54166667,51.75416667,52.68333333,53.3125
5/16/2000,51.075,52.7875,52.075,52.90416667,53.14583333
5/17/2000,52.775,55.09583333,54.35,55.10833333,54.925
5/18/2000,52.81666667,57.42083333,55.67916667,57.85416667,58.27083333
5/19/2000,51.875,56.97916667,54.85416667,57.7,59.27083333
5/20/2000,50.92916667,55.49166667,53.5125,56.12083333,58.15416667
5/21/2000,50.79166667,55.21666667,53.1625,55.7,57.32916667
5/22/2000,50.77083333,55.21666667,53.07916667,55.7,57.325
5/23/2000,51.02083333,55.65833333,53.53333333,56.125,57.35
5/24/2000,50.89166667,55.45416667,53.23333333,56.04583333,57.95
5/25/2000,51.20833333,55.05833333,52.93333333,55.73333333,57.15
5/26/2000,51.1875,55.69583333,53.64583333,56.22083333,57.81666667
5/27/2000,51.24583333,55.7875,53.7375,56.2,57.88333333
5/28/2000,50.64583333,54.49166667,52.52916667,55.09166667,57.44166667
5/29/2000,50.76666667,54.325,52.76666667,54.54166667,55.59166667
5/30/2000,50.95,54.50833333,52.89583333,54.93333333,56.27083333
5/31/2000,50.9625,54.10416667,52.7625,54.48333333,55.77916667
6/1/2000,51.17916667,54.6125,53.1625,54.9375,56.125
6/2/2000,51.35833333,55.16666667,53.53333333,55.57916667,57.04583333
6/3/2000,51.37083333,55.24583333,53.525,55.7,57.2625
6/4/2000,51.1625,55.11666667,53.36666667,55.62916667,57.375
6/5/2000,51.34583333,55.31666667,53.5875,55.75833333,57.30416667
6/6/2000,51.2,55.34583333,53.49166667,55.87083333,57.55
6/7/2000,51.18333333,55.14166667,53.32916667,55.64166667,57.50833333
6/8/2000,51.40833333,54.81666667,53.32916667,55.24166667,56.72916667
6/9/2000,51.09166667,54.77083333,53.22083333,55.2,56.34583333
6/10/2000,51.77916667,55.1125,53.75,55.45833333,56.60416667
6/11/2000,51.275,55.075,53.47916667,55.575,57.1375
6/12/2000,50.975,54.64166667,53,55.25,56.8375
6/13/2000,51.1,54.79583333,53.2875,55.175,56.64166667
6/14/2000,51.45416667,55.27083333,53.64166667,55.75,57.45416667
6/15/2000,51.37083333,55.55833333,53.76666667,56.18333333,58.02916667
6/16/2000,51.17083333,54.99583333,53.37916667,55.575,57.67083333
6/17/2000,51.3625,54.6625,53.25833333,55.08333333,56.77083333
6/18/2000,51.325,54.91666667,53.35833333,55.4125,57.25416667
6/19/2000,51.55,55.175,53.64583333,55.66666667,57.29583333
6/20/2000,51.3875,55.30416667,53.54166667,55.75416667,57.25
6/21/2000,51.24583333,54.7375,53.19166667,55.27916667,56.87916667
6/22/2000,51.46666667,55.00416667,53.46666667,55.48333333,57.04583333
6/23/2000,51.5375,55.57083333,53.79166667,55.5625,57.27916667
6/24/2000,51.32083333,54.70833333,53.24583333,55.275,57.0375
6/25/2000,51.38333333,54.78333333,53.35,55.675,56.87083333
6/26/2000,51.43333333,55.54166667,53.7125,55.55416667,57.24166667
6/27/2000,51.525,55.1125,53.55833333,55.7125,57.49583333
6/28/2000,51.5375,54.99166667,53.5,55.54583333,57.325
6/29/2000,51.95833333,55.2125,53.81666667,55.7375,57.45
6/30/2000,52.17083333,55.54583333,54.12083333,56.1125,57.8875
7/1/2000,52.15833333,55.11666667,53.81666667,55.66666667,57.6
7/2/2000,52.5375,55.33333333,54.19166667,55.8125,57.30833333
7/3/2000,52.59166667,55.19583333,54.15,55.61666667,57.07916667
7/4/2000,52.47916667,54.83333333,53.77916667,55.11666667,57.00833333
7/5/2000,52.50833333,54.97916667,53.89166667,55.55416667,56.56666667
7/6/2000,52.6875,55.00833333,54.0625,55.375,56.52083333
7/7/2000,52.8,54.92083333,54.025,55.35416667,56.7375
7/8/2000,52.90833333,55.2375,54.32083333,55.59166667,56.68333333
7/9/2000,53.3125,55.71666667,54.73333333,56.14166667,57.43333333
7/10/2000,53.19166667,55.94166667,54.85,56.7625,58.0375
7/11/2000,52.72916667,55.5375,54.3875,56.07916667,57.82083333
7/12/2000,52.6875,55.29583333,54.20416667,55.80416667,57.45833333
7/13/2000,52.67083333,55.41666667,54.32916667,55.94166667,57.6375
7/14/2000,52.60833333,55.2,54.16666667,55.7,57.33333333
7/15/2000,52.81666667,55.2625,54.275,55.7375,57.275
7/16/2000,52.9875,55.46666667,54.45833333,55.97083333,57.56666667
7/17/2000,53.15,55.60833333,54.6375,56.0625,57.62083333
7/18/2000,53.24583333,55.65,54.6875,56.13333333,57.63333333
7/19/2000,53.35416667,55.79583333,54.82916667,56.25833333,57.69166667
7/20/2000,53.38333333,55.99583333,54.93333333,56.49583333,57.99583333
7/21/2000,53.17916667,56.08333333,54.95,56.64166667,58.35833333
7/22/2000,52.06666667,55.00833333,53.83333333,55.69166667,57.775
7/23/2000,51.825,54.36666667,53.37083333,54.87083333,56.6
7/24/2000,51.82916667,54.69583333,53.51666667,54.84583333,56.425
7/25/2000,52.7,54.75,53.7875,55.14166667,56.55
7/26/2000,53.65833333,56.01666667,54.96666667,56.42916667,57.575
7/27/2000,53.1375,55.76666667,54.62083333,56.34583333,58.01666667
7/28/2000,52.4625,55.07916667,53.9625,55.62083333,57.32916667
7/29/2000,52.25833333,54.64166667,53.56666667,55.10833333,56.75833333
7/30/2000,52.19166667,54.72083333,53.5875,55.2625,56.84166667
7/31/2000,52.74166667,54.86666667,53.9125,55.25833333,56.65833333
8/1/2000,53.35833333,55.92083333,54.79166667,56.42083333,57.775
8/2/2000,52.90416667,55.69583333,54.48333333,56.25416667,58.0125
8/3/2000,52.65,55.29166667,54.09583333,55.85,57.75833333
8/4/2000,53.18333333,55.30833333,54.35,55.7125,57.19583333
8/5/2000,53.45,56.00416667,54.90416667,56.50833333,57.82083333
8/6/2000,52.94166667,55.8125,54.60833333,56.42083333,58.0625
8/7/2000,52.55416667,55.24583333,54.07916667,55.80833333,57.69166667
8/8/2000,53.22083333,55.6375,54.54166667,56.05,57.48333333
8/9/2000,53.82083333,56.525,55.38333333,56.875,58.09166667
8/10/2000,52.9625,55.9375,54.6125,56.5125,58.37916667
8/11/2000,52.75833333,55.4625,54.26666667,55.95416667,57.44583333
8/12/2000,52.40416667,55.19166667,53.94166667,55.69583333,57.35416667
8/13/2000,52.52916667,55.22083333,53.97916667,55.6625,57.15416667
8/14/2000,52.58333333,55.24583333,54.04583333,55.7,57.09583333
8/15/2000,52.65416667,55.29166667,54.0875,55.725,57.1625
8/16/2000,52.89583333,55.57083333,54.375,55.99166667,57.3125
8/17/2000,53.05416667,55.93333333,54.675,56.42083333,57.79166667
8/18/2000,52.94166667,55.73333333,54.4875,56.25416667,57.8125
8/19/2000,52.96666667,55.87916667,54.60416667,56.38333333,57.87916667
8/20/2000,52.675,55.72916667,54.40416667,56.2625,57.95416667
8/21/2000,52.56666667,55.50833333,54.2125,56.04583333,57.67083333
8/22/2000,52.70833333,55.48333333,54.21666667,56.02083333,57.56666667
8/23/2000,52.83333333,56.0625,54.84166667,56.19166667,57.7125
8/24/2000,53.05,55.9375,54.73333333,56.44583333,57.94583333
8/25/2000,53.1875,55.9375,54.76666667,56.42083333,57.98333333
8/26/2000,53.3125,56.24166667,55.0375,56.7125,58.15416667
8/27/2000,53.14166667,56.05,54.84583333,56.57916667,58.2375
8/28/2000,52.825,55.65,54.3875,56.17916667,57.87916667
8/29/2000,52.50833333,55.00416667,53.825,55.5625,57.20833333
8/30/2000,52.72916667,55.05833333,54.12083333,55.30833333,56.32916667
8/31/2000,52.7,54.54583333,53.67916667,54.925,56.4125
9/1/2000,52.80416667,54.98333333,54.09583333,55.32083333,55.8
9/2/2000,53.07916667,55.56666667,54.75833333,55.7125,56.31666667
9/3/2000,53.7875,56.17916667,55.22916667,56.6125,57.70416667
9/4/2000,53.88333333,56.89166667,55.64583333,57.325,58.3
9/5/2000,54.2,56.5125,55.55833333,56.89583333,58.04166667
9/6/2000,54.45416667,57.02083333,56.05833333,57.47083333,58.32083333
9/7/2000,53.93333333,57.17083333,56.03333333,57.80416667,59.0875
9/8/2000,53.7375,56.625,55.8,57.25833333,59.0875
9/9/2000,53.55833333,56.77083333,55.575,57.44583333,58.84166667
9/10/2000,53.55416667,56.66666667,55.5125,57.3125,58.87083333
9/11/2000,53.72083333,56.84166667,55.65,57.49166667,59.0125
9/12/2000,53.48333333,56.63333333,55.40416667,57.29583333,58.94166667
9/13/2000,53.32083333,56.35416667,55.15416667,57.0125,58.48333333
9/14/2000,53.0125,55.6625,54.62916667,56.3125,57.76666667
9/15/2000,53.275,56.25,55.1875,56.73333333,58.17083333
9/16/2000,53.65833333,56.63333333,55.45833333,57.25416667,59.00416667
9/17/2000,54.09166667,57.525,56.34583333,58.15833333,59.57083333
9/18/2000,53.92083333,57.61666667,56.21666667,58.47916667,60.65416667
9/19/2000,54.12083333,57.27083333,56.12916667,57.975,60.34583333
9/20/2000,53.89583333,57.25,56.02083333,57.975,60.10416667
9/21/2000,53.575,56.49583333,55.35416667,57.19166667,59.31666667
9/22/2000,53.24583333,55.7125,54.65,56.39166667,58.07083333
9/23/2000,53.15,54.88333333,54.2875,55.14583333,56.2875
9/24/2000,53.05416667,54.9,54.22083333,55.29166667,56.45
9/25/2000,53.21666667,55.175,54.46666667,55.57083333,56.70833333
9/26/2000,53.60833333,55.575,54.83333333,55.97916667,57.04583333
9/27/2000,54.08333333,56.27083333,55.4,56.74583333,57.84583333
9/28/2000,54.42083333,57.05416667,56.15416667,57.57083333,58.65833333
9/29/2000,54.6625,57.3125,56.47083333,57.81666667,59.125
9/30/2000,54.77083333,57.85416667,56.9,58.46666667,59.8375
10/1/2000,54.375,57.6625,56.57083333,58.34583333,59.99166667
10/2/2000,54.22083333,56.975,56.0125,57.54166667,59.28333333
10/3/2000,53.97916667,56.675,55.74166667,57.24166667,58.58333333
10/4/2000,53.86666667,56.27916667,55.44166667,56.775,58.10833333
10/5/2000,53.99166667,56.1625,55.39583333,56.54166667,57.775
10/6/2000,53.99583333,56.23333333,55.41666667,56.575,57.7625
10/7/2000,54.0625,56.44166667,55.55416667,56.7875,57.875
10/8/2000,54.1875,56.47083333,55.65,56.81666667,58.07083333
10/9/2000,53.58333333,55.5875,54.72083333,56.07916667,57.05416667
10/10/2000,53.77083333,55.24583333,54.85833333,55.49166667,55.75833333
10/11/2000,53.58333333,55.2875,54.77916667,55.44166667,56.07916667
10/12/2000,53.975,55.64166667,55.10833333,55.775,56.2875
10/13/2000,54.09583333,55.72083333,55.16666667,56.03333333,56.77916667
10/14/2000,54.5,55.95416667,55.41666667,56.11666667,56.90833333
10/15/2000,54.42916667,55.95,55.4,56.12083333,56.9625
10/16/2000,54.29166667,55.80416667,55.2625,55.99583333,56.92083333
10/17/2000,54.2625,55.71666667,55.15833333,55.90416667,56.76666667
10/18/2000,54.32083333,55.69583333,55.17083333,55.86666667,56.65833333
10/19/2000,54.48333333,55.79583333,55.3375,55.92916667,56.65416667
10/20/2000,54.0625,55.32083333,54.82083333,55.5875,56.2125
10/21/2000,54.2125,54.75,54.6125,54.65833333,55.05416667
10/22/2000,53.98333333,54.10416667,54.0125,54.09583333,54.54166667
10/23/2000,54.12916667,54.35416667,54.35833333,54.2,54.40416667
10/24/2000,54.25833333,54.875,54.69166667,54.85416667,55.15
10/25/2000,54.1625,55.0875,54.78333333,55.17916667,55.35833333
10/26/2000,54.34166667,54.75,54.6375,54.76666667,55.05
10/27/2000,54.17916667,54.57083333,54.4375,54.50833333,54.99166667
10/28/2000,54.2,54.69166667,54.5375,54.7625,54.69166667
10/29/2000,54.27916667,54.31666667,54.3625,54.24583333,54.32916667
10/30/2000,54.15,54.40833333,54.5,54.31666667,54.32916667
10/31/2000,54.25416667,54.10833333,54.225,54.02083333,54.34583333
11/1/2000,54.43333333,54.4,54.41666667,54.35833333,54.4125
11/2/2000,55.12083333,55.23333333,55.35,55.09166667,55.07083333
11/3/2000,55.1,55.79583333,55.67083333,55.79166667,56.125
11/4/2000,54.9625,55.3375,55.28333333,55.3375,55.81666667
11/5/2000,55.125,55.41666667,55.37916667,55.3875,55.6375
11/6/2000,54.6375,54.79166667,54.83333333,54.7375,55.0375
11/7/2000,54.3875,54.13333333,54.30833333,54.0625,54.27083333
11/8/2000,54.81666667,54.775,54.825,54.6,54.275
11/9/2000,54.2125,53.82916667,53.9,53.81666667,54
11/10/2000,53.85,53.44166667,53.62083333,53.325,53.225
11/11/2000,53.65416667,52.5125,52.84583333,52.275,52.10416667
11/12/2000,53.4375,51.9875,52.42083333,51.70833333,51.40833333
11/13/2000,52.72083333,51.22916667,51.63333333,51.01666667,50.5125
11/14/2000,52.875,51.37083333,51.925,50.99583333,50.17083333
11/15/2000,53.12083333,51.49583333,52.01666667,51.2,50.6375
11/16/2000,53.3625,51.89166667,52.32916667,51.56666667,51.00416667
11/17/2000,53.50833333,51.8875,52.40833333,51.55,51.0875
11/18/2000,53.28333333,51.78333333,52.25833333,51.49583333,51.10833333
11/19/2000,53.3625,51.9375,52.36666667,51.7,51.19583333
11/20/2000,53.22083333,51.91666667,52.325,51.625,51.14166667
11/21/2000,52.925,51.65833333,52.05416667,51.45833333,50.91666667
11/22/2000,53.37916667,52.07916667,52.55833333,51.74583333,51.25833333
11/23/2000,52.92083333,51.95416667,52.24166667,51.85416667,51.46666667
11/24/2000,53.36666667,52.32916667,52.70416667,52.01666667,51.57916667
11/25/2000,53.03333333,52.10416667,52.3625,52,51.72916667
11/26/2000,52.95,52.04166667,52.32083333,51.925,51.54583333
11/27/2000,53.06666667,52.67916667,52.82916667,52.53333333,52.07916667
11/28/2000,53.225,53.175,53.17916667,53.11666667,52.65833333
11/29/2000,53.14583333,52.90416667,52.85833333,52.92916667,52.82916667
11/30/2000,53.14166667,52.175,52.39583333,52.05833333,52.00416667
12/1/2000,52.82916667,51.80416667,52.06666667,51.66666667,51.62083333
12/2/2000,52.775,51.59166667,51.9,51.41666667,51.225
12/3/2000,52.93333333,51.55416667,51.8625,51.35,51.04583333
12/4/2000,53.93333333,52.12083333,52.65833333,51.74583333,50.96666667
12/5/2000,54.00833333,52.47916667,52.92916667,52.17916667,51.67916667
12/6/2000,53.80833333,52.26666667,52.7125,52.04583333,51.60416667
12/7/2000,53.92916667,52.58333333,52.9875,52.325,51.82916667
12/8/2000,54.0625,52.9625,53.26666667,52.77083333,52.54166667
12/9/2000,53.40416667,53.11666667,53.125,52.95,52.39166667
12/10/2000,53.79583333,53.33333333,53.39583333,53.24583333,52.90416667
12/11/2000,53.29166667,52.36666667,52.55,52.325,52.35833333
12/12/2000,53.525,52.45,52.66666667,52.32083333,52.00833333
12/13/2000,52.775,51.75416667,52.00416667,51.71666667,51.62083333
12/14/2000,52.72083333,50.36666667,50.525,50.325,50.625
12/15/2000,52.92083333,51.3375,51.575,51.13333333,50.9875
12/16/2000,52.54583333,51.3125,51.625,51.18333333,51.27083333
12/17/2000,52.10416667,50.9875,51.275,50.83333333,50.77083333
12/18/2000,51.90416667,49.89166667,50.475,49.55833333,49.62083333
12/19/2000,52.1,50.25833333,50.8625,49.925,49.4875
12/20/2000,52.5375,51.32083333,51.7625,51.0125,50.45833333
12/21/2000,51.96666667,50.6375,50.975,50.52916667,50.4625
12/22/2000,52.30416667,51.5,51.84166667,51.17916667,50.60833333
12/23/2000,51.30833333,50.52083333,50.70416667,50.52083333,50.81666667
12/24/2000,51.1625,49.97916667,50.325,49.78333333,49.66666667
12/25/2000,50.71666667,49.45416667,49.90416667,49.17083333,49.02083333
12/26/2000,50.51666667,49.075,49.54166667,48.7625,48.65833333
12/27/2000,50.30416667,48.92916667,49.35833333,48.67083333,48.41666667
12/28/2000,50.55833333,48.7625,49.32916667,48.375,48.225
12/29/2000,50.59583333,49.14166667,49.60416667,48.8125,48.39583333
12/30/2000,50.7375,49.075,49.59166667,48.67916667,48.45
12/31/2000,50.89166667,49.22916667,49.78333333,48.85,48.51666667
1/1/2001,51.03333333,49.5625,50.06666667,49.19583333,48.80416667
1/2/2001,51.15833333,49.85,50.3125,49.54166667,49.32916667
1/3/2001,50.94583333,49.7875,50.14166667,49.5375,49.45416667
1/4/2001,50.85416667,49.66666667,50.05833333,49.37916667,49.20416667
1/5/2001,50.625,49.26666667,49.67916667,48.99166667,48.97916667
1/6/2001,50.52083333,49.5,49.82083333,49.2625,49.04166667
1/7/2001,50.17083333,49.025,49.37916667,48.79583333,48.80833333
1/8/2001,50.3125,49.4875,49.49166667,49.22083333,48.92916667
1/9/2001,49.55833333,48.04583333,48.2625,47.97916667,48.1625
1/10/2001,49.69583333,47.81666667,47.5375,47.72916667,47.675
1/11/2001,49.5875,46.9875,47.375,46.83333333,46.875
1/12/2001,49.37083333,47.42083333,47.90833333,47.3,47.21666667
1/13/2001,49.24583333,47.94583333,48.35833333,47.825,47.61666667
1/14/2001,49.14166667,47.61666667,47.92916667,47.50416667,47.45833333
1/15/2001,48.95416667,46.9875,47.5,46.77083333,46.75
1/16/2001,48.76666667,46.66666667,47.27916667,46.35416667,46.06666667
1/17/2001,48.8,46.56666667,47.2625,46.1375,45.80833333
1/18/2001,48.625,46.86666667,47.38333333,46.5625,46
1/19/2001,49.1625,47.83333333,48.3125,47.4875,47.05416667
1/20/2001,48.70833333,47.49583333,47.82916667,47.35,47.27916667
1/21/2001,48.97083333,47.6625,48.15833333,47.30416667,46.95833333
1/22/2001,49.375,48.85833333,49.10416667,48.6125,48.275
1/23/2001,48.8375,48.49583333,48.55,48.51666667,48.62916667
1/24/2001,48.6125,47.12083333,46.92916667,47.04166667,47.575
1/25/2001,47.36666667,45.6375,45.55833333,45.6625,45.6875
1/26/2001,47.06666667,43.54583333,44.26666667,43.43333333,43.59166667
1/27/2001,47.09583333,44.78333333,45.52083333,44.57083333,44.34166667
1/28/2001,46.85,45.77083333,46.16666667,45.625,45.30416667
1/29/2001,47.29583333,47.01666667,47.20833333,46.88333333,46.65416667
1/30/2001,46.64583333,46.07083333,46.14166667,46.2125,46.48333333
1/31/2001,46.84166667,45.60833333,45.99166667,45.35416667,45.49583333
2/1/2001,46.825,46.08333333,46.27083333,46.00833333,45.85833333
2/2/2001,47.69166667,47.19583333,47.3875,47,46.71666667
2/3/2001,48.63333333,48.63333333,48.64166667,48.4625,48.38333333
2/4/2001,49.26666667,49.85833333,49.66666667,49.84583333,49.94166667
2/5/2001,49.2875,49.5625,49.47916667,49.67083333,50.30833333
2/6/2001,48.74583333,48.625,48.525,48.70416667,48.97083333
2/7/2001,48.4875,46.9625,47.47916667,46.66666667,47.05416667
